municipio_ibge,uso_de_praticas_convencionais,qual_o_nivel_de_degradacao_que_predomina_nas_pastagens_,total_respostas,regional,degradacao_ord,pratica_aração,pratica_controle biológico de pragas e doenças.,pratica_gradagem,pratica_monocultura,pratica_não usa,pratica_pastagem nativa,pratica_plantio convencional,pratica_queimadas,pratica_roça de toco,pratica_uso de agrotóxicos,n_praticas_linha,Convencionais_cluster,Dim1,Dim2,Dim3,Dim4,Dim5
Caseara,gradagem,nao possui degradacao,3,Paraiso,0,False,False,True,False,False,False,False,False,False,False,1,2,-0.5702827143382603,-0.41024747637434367,-0.050844239665163264,-0.14478063787405285,-0.023693449089935904
Caseara,gradagem,pouco degradado,1,Paraiso,1,False,False,True,False,False,False,False,False,False,False,1,2,-0.5702827143382603,-0.41024747637434367,-0.050844239665163264,-0.14478063787405285,-0.023693449089935904
Caseara,monocultura,nao possui degradacao,1,Paraiso,0,False,False,False,True,False,False,False,False,False,False,1,0,-1.2549877339378535e-14,0.0878258873954961,0.02816646607841901,0.3026775929462769,0.12794124850399463
Caseara,não usa,nao possui degradacao,3,Paraiso,0,False,False,False,False,True,False,False,False,False,False,1,0,6.670931225427116e-16,0.07305223609661152,0.022374728356403084,0.19981194059694285,0.06192555850846163
Caseara,pastagem nativa,nao possui degradacao,2,Paraiso,0,False,False,False,False,False,True,False,False,False,False,1,0,5.151455246046996e-15,0.10470884231282007,0.035491002752842706,0.5134040042510817,0.8525977121663699
Caseara,pastagem nativa,pouco degradado,1,Paraiso,1,False,False,False,False,False,True,False,False,False,False,1,0,5.151455246046996e-15,0.10470884231282007,0.035491002752842706,0.5134040042510817,0.8525977121663699
Caseara,plantio convencional,nao possui degradacao,7,Paraiso,0,False,False,False,False,False,False,True,False,False,False,1,0,5.004862510517771e-15,0.48575504150909615,-0.5802668250878884,-0.27887050225175314,-0.0385564324071029
Caseara,roça de toco,nao possui degradacao,3,Paraiso,0,False,False,False,False,False,False,False,False,True,False,1,0,2.7898226355905795e-15,0.11294128150342539,0.03937340645745574,0.6975509615815384,-0.7428818676670589
Caseara,roça de toco,pouco degradado,1,Paraiso,1,False,False,False,False,False,False,False,False,True,False,1,0,2.7898226355905795e-15,0.11294128150342539,0.03937340645745574,0.6975509615815384,-0.7428818676670589
Caseara,uso de agrotóxicos,nao possui degradacao,2,Paraiso,0,False,False,False,False,False,False,False,False,False,True,1,0,9.61531457138888e-15,0.34911246916075356,0.6700327129307726,-0.3343671002574351,-0.043439843845700384
Caseara,uso de agrotóxicos,pouco degradado,1,Paraiso,1,False,False,False,False,False,False,False,False,False,True,1,0,9.61531457138888e-15,0.34911246916075356,0.6700327129307726,-0.3343671002574351,-0.043439843845700384
Centenário,aração,nao possui degradacao,1,Miracema,0,True,False,False,False,False,False,False,False,False,False,1,1,0.5702827143382491,-0.41024747637436026,-0.0508442396651693,-0.14478063787405088,-0.023693449089936383
Centenário,gradagem,nao possui degradacao,1,Miracema,0,False,False,True,False,False,False,False,False,False,False,1,2,-0.5702827143382603,-0.41024747637434367,-0.050844239665163264,-0.14478063787405285,-0.023693449089935904
Centenário,roça de toco,nao possui degradacao,1,Miracema,0,False,False,False,False,False,False,False,False,True,False,1,0,2.7898226355905795e-15,0.11294128150342539,0.03937340645745574,0.6975509615815384,-0.7428818676670589
Chapada da Natividade,aração,degradacao media,4,Porto Nacional,2,True,False,False,False,False,False,False,False,False,False,1,1,0.5702827143382491,-0.41024747637436026,-0.0508442396651693,-0.14478063787405088,-0.023693449089936383
Chapada da Natividade,aração,pouco degradado,5,Porto Nacional,1,True,False,False,False,False,False,False,False,False,False,1,1,0.5702827143382491,-0.41024747637436026,-0.0508442396651693,-0.14478063787405088,-0.023693449089936383
Chapada da Natividade,gradagem,degradacao media,4,Porto Nacional,2,False,False,True,False,False,False,False,False,False,False,1,2,-0.5702827143382603,-0.41024747637434367,-0.050844239665163264,-0.14478063787405285,-0.023693449089935904
Chapada da Natividade,gradagem,pouco degradado,5,Porto Nacional,1,False,False,True,False,False,False,False,False,False,False,1,2,-0.5702827143382603,-0.41024747637434367,-0.050844239665163264,-0.14478063787405285,-0.023693449089935904
Chapada da Natividade,monocultura,degradacao media,1,Porto Nacional,2,False,False,False,True,False,False,False,False,False,False,1,0,-1.2549877339378535e-14,0.0878258873954961,0.02816646607841901,0.3026775929462769,0.12794124850399463
Chapada da Natividade,monocultura,pouco degradado,1,Porto Nacional,1,False,False,False,True,False,False,False,False,False,False,1,0,-1.2549877339378535e-14,0.0878258873954961,0.02816646607841901,0.3026775929462769,0.12794124850399463
Chapada da Natividade,não usa,pouco degradado,2,Porto Nacional,1,False,False,False,False,True,False,False,False,False,False,1,0,6.670931225427116e-16,0.07305223609661152,0.022374728356403084,0.19981194059694285,0.06192555850846163
Chapada da Natividade,pastagem nativa,degradacao media,2,Porto Nacional,2,False,False,False,False,False,True,False,False,False,False,1,0,5.151455246046996e-15,0.10470884231282007,0.035491002752842706,0.5134040042510817,0.8525977121663699
Chapada da Natividade,pastagem nativa,pouco degradado,2,Porto Nacional,1,False,False,False,False,False,True,False,False,False,False,1,0,5.151455246046996e-15,0.10470884231282007,0.035491002752842706,0.5134040042510817,0.8525977121663699
Chapada da Natividade,plantio convencional,degradacao media,1,Porto Nacional,2,False,False,False,False,False,False,True,False,False,False,1,0,5.004862510517771e-15,0.48575504150909615,-0.5802668250878884,-0.27887050225175314,-0.0385564324071029
Chapada da Natividade,plantio convencional,pouco degradado,3,Porto Nacional,1,False,False,False,False,False,False,True,False,False,False,1,0,5.004862510517771e-15,0.48575504150909615,-0.5802668250878884,-0.27887050225175314,-0.0385564324071029
Chapada da Natividade,queimadas,degradacao media,2,Porto Nacional,2,False,False,False,False,False,False,False,True,False,False,1,0,7.786449652223937e-16,0.08782588739549005,0.02816646607841554,0.30267759294628427,0.12794124850483707
Chapada da Natividade,queimadas,pouco degradado,3,Porto Nacional,1,False,False,False,False,False,False,False,True,False,False,1,0,7.786449652223937e-16,0.08782588739549005,0.02816646607841554,0.30267759294628427,0.12794124850483707
Chapada da Natividade,roça de toco,degradacao media,3,Porto Nacional,2,False,False,False,False,False,False,False,False,True,False,1,0,2.7898226355905795e-15,0.11294128150342539,0.03937340645745574,0.6975509615815384,-0.7428818676670589
Chapada da Natividade,roça de toco,pouco degradado,4,Porto Nacional,1,False,False,False,False,False,False,False,False,True,False,1,0,2.7898226355905795e-15,0.11294128150342539,0.03937340645745574,0.6975509615815384,-0.7428818676670589
Chapada da Natividade,uso de agrotóxicos,pouco degradado,1,Porto Nacional,1,False,False,False,False,False,False,False,False,False,True,1,0,9.61531457138888e-15,0.34911246916075356,0.6700327129307726,-0.3343671002574351,-0.043439843845700384
Chapada de Areia,aração,degradacao media,1,Paraiso,2,True,False,False,False,False,False,False,False,False,False,1,1,0.5702827143382491,-0.41024747637436026,-0.0508442396651693,-0.14478063787405088,-0.023693449089936383
Chapada de Areia,aração,nao possui degradacao,3,Paraiso,0,True,False,False,False,False,False,False,False,False,False,1,1,0.5702827143382491,-0.41024747637436026,-0.0508442396651693,-0.14478063787405088,-0.023693449089936383
Chapada de Areia,aração,pouco degradado,2,Paraiso,1,True,False,False,False,False,False,False,False,False,False,1,1,0.5702827143382491,-0.41024747637436026,-0.0508442396651693,-0.14478063787405088,-0.023693449089936383
Chapada de Areia,gradagem,degradacao media,1,Paraiso,2,False,False,True,False,False,False,False,False,False,False,1,2,-0.5702827143382603,-0.41024747637434367,-0.050844239665163264,-0.14478063787405285,-0.023693449089935904
Chapada de Areia,gradagem,nao possui degradacao,3,Paraiso,0,False,False,True,False,False,False,False,False,False,False,1,2,-0.5702827143382603,-0.41024747637434367,-0.050844239665163264,-0.14478063787405285,-0.023693449089935904
Chapada de Areia,gradagem,pouco degradado,2,Paraiso,1,False,False,True,False,False,False,False,False,False,False,1,2,-0.5702827143382603,-0.41024747637434367,-0.050844239665163264,-0.14478063787405285,-0.023693449089935904
Chapada de Areia,pastagem nativa,degradacao media,2,Paraiso,2,False,False,False,False,False,True,False,False,False,False,1,0,5.151455246046996e-15,0.10470884231282007,0.035491002752842706,0.5134040042510817,0.8525977121663699
Chapada de Areia,plantio convencional,degradacao media,6,Paraiso,2,False,False,False,False,False,False,True,False,False,False,1,0,5.004862510517771e-15,0.48575504150909615,-0.5802668250878884,-0.27887050225175314,-0.0385564324071029
Chapada de Areia,plantio convencional,muito degradado,1,Paraiso,3,False,False,False,False,False,False,True,False,False,False,1,0,5.004862510517771e-15,0.48575504150909615,-0.5802668250878884,-0.27887050225175314,-0.0385564324071029
Chapada de Areia,plantio convencional,nao possui degradacao,5,Paraiso,0,False,False,False,False,False,False,True,False,False,False,1,0,5.004862510517771e-15,0.48575504150909615,-0.5802668250878884,-0.27887050225175314,-0.0385564324071029
Chapada de Areia,plantio convencional,pouco degradado,9,Paraiso,1,False,False,False,False,False,False,True,False,False,False,1,0,5.004862510517771e-15,0.48575504150909615,-0.5802668250878884,-0.27887050225175314,-0.0385564324071029
Chapada de Areia,roça de toco,muito degradado,1,Paraiso,3,False,False,False,False,False,False,False,False,True,False,1,0,2.7898226355905795e-15,0.11294128150342539,0.03937340645745574,0.6975509615815384,-0.7428818676670589
Chapada de Areia,uso de agrotóxicos,nao possui degradacao,2,Paraiso,0,False,False,False,False,False,False,False,False,False,True,1,0,9.61531457138888e-15,0.34911246916075356,0.6700327129307726,-0.3343671002574351,-0.043439843845700384
Chapada de Areia,uso de agrotóxicos,pouco degradado,1,Paraiso,1,False,False,False,False,False,False,False,False,False,True,1,0,9.61531457138888e-15,0.34911246916075356,0.6700327129307726,-0.3343671002574351,-0.043439843845700384
Colméia,aração,degradacao media,1,Colinas,2,True,False,False,False,False,False,False,False,False,False,1,1,0.5702827143382491,-0.41024747637436026,-0.0508442396651693,-0.14478063787405088,-0.023693449089936383
Colméia,aração,nao possui degradacao,2,Colinas,0,True,False,False,False,False,False,False,False,False,False,1,1,0.5702827143382491,-0.41024747637436026,-0.0508442396651693,-0.14478063787405088,-0.023693449089936383
Colméia,aração,pouco degradado,3,Colinas,1,True,False,False,False,False,False,False,False,False,False,1,1,0.5702827143382491,-0.41024747637436026,-0.0508442396651693,-0.14478063787405088,-0.023693449089936383
Colméia,gradagem,degradacao media,1,Colinas,2,False,False,True,False,False,False,False,False,False,False,1,2,-0.5702827143382603,-0.41024747637434367,-0.050844239665163264,-0.14478063787405285,-0.023693449089935904
Colméia,gradagem,nao possui degradacao,2,Colinas,0,False,False,True,False,False,False,False,False,False,False,1,2,-0.5702827143382603,-0.41024747637434367,-0.050844239665163264,-0.14478063787405285,-0.023693449089935904
Colméia,gradagem,pouco degradado,3,Colinas,1,False,False,True,False,False,False,False,False,False,False,1,2,-0.5702827143382603,-0.41024747637434367,-0.050844239665163264,-0.14478063787405285,-0.023693449089935904
Colméia,plantio convencional,pouco degradado,4,Colinas,1,False,False,False,False,False,False,True,False,False,False,1,0,5.004862510517771e-15,0.48575504150909615,-0.5802668250878884,-0.27887050225175314,-0.0385564324071029
Colméia,queimadas,pouco degradado,1,Colinas,1,False,False,False,False,False,False,False,True,False,False,1,0,7.786449652223937e-16,0.08782588739549005,0.02816646607841554,0.30267759294628427,0.12794124850483707
Colméia,uso de agrotóxicos,degradacao media,1,Colinas,2,False,False,False,False,False,False,False,False,False,True,1,0,9.61531457138888e-15,0.34911246916075356,0.6700327129307726,-0.3343671002574351,-0.043439843845700384
Colméia,uso de agrotóxicos,nao possui degradacao,2,Colinas,0,False,False,False,False,False,False,False,False,False,True,1,0,9.61531457138888e-15,0.34911246916075356,0.6700327129307726,-0.3343671002574351,-0.043439843845700384
Colméia,uso de agrotóxicos,pouco degradado,3,Colinas,1,False,False,False,False,False,False,False,False,False,True,1,0,9.61531457138888e-15,0.34911246916075356,0.6700327129307726,-0.3343671002574351,-0.043439843845700384
Couto Magalhães,aração,degradacao media,1,Colinas,2,True,False,False,False,False,False,False,False,False,False,1,1,0.5702827143382491,-0.41024747637436026,-0.0508442396651693,-0.14478063787405088,-0.023693449089936383
Couto Magalhães,aração,nao possui degradacao,1,Colinas,0,True,False,False,False,False,False,False,False,False,False,1,1,0.5702827143382491,-0.41024747637436026,-0.0508442396651693,-0.14478063787405088,-0.023693449089936383
Couto Magalhães,aração,pouco degradado,5,Colinas,1,True,False,False,False,False,False,False,False,False,False,1,1,0.5702827143382491,-0.41024747637436026,-0.0508442396651693,-0.14478063787405088,-0.023693449089936383
Couto Magalhães,gradagem,degradacao media,1,Colinas,2,False,False,True,False,False,False,False,False,False,False,1,2,-0.5702827143382603,-0.41024747637434367,-0.050844239665163264,-0.14478063787405285,-0.023693449089935904
Couto Magalhães,gradagem,nao possui degradacao,1,Colinas,0,False,False,True,False,False,False,False,False,False,False,1,2,-0.5702827143382603,-0.41024747637434367,-0.050844239665163264,-0.14478063787405285,-0.023693449089935904
Couto Magalhães,gradagem,pouco degradado,5,Colinas,1,False,False,True,False,False,False,False,False,False,False,1,2,-0.5702827143382603,-0.41024747637434367,-0.050844239665163264,-0.14478063787405285,-0.023693449089935904
Couto Magalhães,monocultura,degradacao media,1,Colinas,2,False,False,False,True,False,False,False,False,False,False,1,0,-1.2549877339378535e-14,0.0878258873954961,0.02816646607841901,0.3026775929462769,0.12794124850399463
Couto Magalhães,pastagem nativa,pouco degradado,3,Colinas,1,False,False,False,False,False,True,False,False,False,False,1,0,5.151455246046996e-15,0.10470884231282007,0.035491002752842706,0.5134040042510817,0.8525977121663699
Couto Magalhães,plantio convencional,degradacao media,1,Colinas,2,False,False,False,False,False,False,True,False,False,False,1,0,5.004862510517771e-15,0.48575504150909615,-0.5802668250878884,-0.27887050225175314,-0.0385564324071029
Couto Magalhães,plantio convencional,pouco degradado,5,Colinas,1,False,False,False,False,False,False,True,False,False,False,1,0,5.004862510517771e-15,0.48575504150909615,-0.5802668250878884,-0.27887050225175314,-0.0385564324071029
Couto Magalhães,queimadas,degradacao media,1,Colinas,2,False,False,False,False,False,False,False,True,False,False,1,0,7.786449652223937e-16,0.08782588739549005,0.02816646607841554,0.30267759294628427,0.12794124850483707
Couto Magalhães,roça de toco,degradacao media,1,Colinas,2,False,False,False,False,False,False,False,False,True,False,1,0,2.7898226355905795e-15,0.11294128150342539,0.03937340645745574,0.6975509615815384,-0.7428818676670589
Couto Magalhães,uso de agrotóxicos,nao possui degradacao,1,Colinas,0,False,False,False,False,False,False,False,False,False,True,1,0,9.61531457138888e-15,0.34911246916075356,0.6700327129307726,-0.3343671002574351,-0.043439843845700384
Cristalândia,aração,degradacao media,2,Paraiso,2,True,False,False,False,False,False,False,False,False,False,1,1,0.5702827143382491,-0.41024747637436026,-0.0508442396651693,-0.14478063787405088,-0.023693449089936383
Cristalândia,aração,nao possui degradacao,6,Paraiso,0,True,False,False,False,False,False,False,False,False,False,1,1,0.5702827143382491,-0.41024747637436026,-0.0508442396651693,-0.14478063787405088,-0.023693449089936383
Cristalândia,aração,pouco degradado,8,Paraiso,1,True,False,False,False,False,False,False,False,False,False,1,1,0.5702827143382491,-0.41024747637436026,-0.0508442396651693,-0.14478063787405088,-0.023693449089936383
Cristalândia,gradagem,degradacao media,2,Paraiso,2,False,False,True,False,False,False,False,False,False,False,1,2,-0.5702827143382603,-0.41024747637434367,-0.050844239665163264,-0.14478063787405285,-0.023693449089935904
Cristalândia,gradagem,nao possui degradacao,6,Paraiso,0,False,False,True,False,False,False,False,False,False,False,1,2,-0.5702827143382603,-0.41024747637434367,-0.050844239665163264,-0.14478063787405285,-0.023693449089935904
Cristalândia,gradagem,pouco degradado,8,Paraiso,1,False,False,True,False,False,False,False,False,False,False,1,2,-0.5702827143382603,-0.41024747637434367,-0.050844239665163264,-0.14478063787405285,-0.023693449089935904
Cristalândia,não usa,degradacao media,1,Paraiso,2,False,False,False,False,True,False,False,False,False,False,1,0,6.670931225427116e-16,0.07305223609661152,0.022374728356403084,0.19981194059694285,0.06192555850846163
Cristalândia,não usa,nao possui degradacao,1,Paraiso,0,False,False,False,False,True,False,False,False,False,False,1,0,6.670931225427116e-16,0.07305223609661152,0.022374728356403084,0.19981194059694285,0.06192555850846163
Cristalândia,não usa,pouco degradado,1,Paraiso,1,False,False,False,False,True,False,False,False,False,False,1,0,6.670931225427116e-16,0.07305223609661152,0.022374728356403084,0.19981194059694285,0.06192555850846163
Cristalândia,pastagem nativa,nao possui degradacao,2,Paraiso,0,False,False,False,False,False,True,False,False,False,False,1,0,5.151455246046996e-15,0.10470884231282007,0.035491002752842706,0.5134040042510817,0.8525977121663699
Cristalândia,plantio convencional,nao possui degradacao,1,Paraiso,0,False,False,False,False,False,False,True,False,False,False,1,0,5.004862510517771e-15,0.48575504150909615,-0.5802668250878884,-0.27887050225175314,-0.0385564324071029
Cristalândia,queimadas,nao possui degradacao,1,Paraiso,0,False,False,False,False,False,False,False,True,False,False,1,0,7.786449652223937e-16,0.08782588739549005,0.02816646607841554,0.30267759294628427,0.12794124850483707
Cristalândia,queimadas,pouco degradado,2,Paraiso,1,False,False,False,False,False,False,False,True,False,False,1,0,7.786449652223937e-16,0.08782588739549005,0.02816646607841554,0.30267759294628427,0.12794124850483707
Cristalândia,uso de agrotóxicos,degradacao media,1,Paraiso,2,False,False,False,False,False,False,False,False,False,True,1,0,9.61531457138888e-15,0.34911246916075356,0.6700327129307726,-0.3343671002574351,-0.043439843845700384
Cristalândia,uso de agrotóxicos,nao possui degradacao,2,Paraiso,0,False,False,False,False,False,False,False,False,False,True,1,0,9.61531457138888e-15,0.34911246916075356,0.6700327129307726,-0.3343671002574351,-0.043439843845700384
Cristalândia,uso de agrotóxicos,pouco degradado,3,Paraiso,1,False,False,False,False,False,False,False,False,False,True,1,0,9.61531457138888e-15,0.34911246916075356,0.6700327129307726,-0.3343671002574351,-0.043439843845700384
Crixás do Tocantins,aração,degradacao media,1,Gurupi,2,True,False,False,False,False,False,False,False,False,False,1,1,0.5702827143382491,-0.41024747637436026,-0.0508442396651693,-0.14478063787405088,-0.023693449089936383
Crixás do Tocantins,gradagem,degradacao media,1,Gurupi,2,False,False,True,False,False,False,False,False,False,False,1,2,-0.5702827143382603,-0.41024747637434367,-0.050844239665163264,-0.14478063787405285,-0.023693449089935904
Crixás do Tocantins,monocultura,degradacao media,1,Gurupi,2,False,False,False,True,False,False,False,False,False,False,1,0,-1.2549877339378535e-14,0.0878258873954961,0.02816646607841901,0.3026775929462769,0.12794124850399463
Crixás do Tocantins,plantio convencional,degradacao media,2,Gurupi,2,False,False,False,False,False,False,True,False,False,False,1,0,5.004862510517771e-15,0.48575504150909615,-0.5802668250878884,-0.27887050225175314,-0.0385564324071029
Crixás do Tocantins,uso de agrotóxicos,degradacao media,2,Gurupi,2,False,False,False,False,False,False,False,False,False,True,1,0,9.61531457138888e-15,0.34911246916075356,0.6700327129307726,-0.3343671002574351,-0.043439843845700384
Dianópolis,aração,degradacao media,3,Taguatinga do Tocantins,2,True,False,False,False,False,False,False,False,False,False,1,1,0.5702827143382491,-0.41024747637436026,-0.0508442396651693,-0.14478063787405088,-0.023693449089936383
Dianópolis,aração,nao possui degradacao,15,Taguatinga do Tocantins,0,True,False,False,False,False,False,False,False,False,False,1,1,0.5702827143382491,-0.41024747637436026,-0.0508442396651693,-0.14478063787405088,-0.023693449089936383
Dianópolis,aração,pouco degradado,3,Taguatinga do Tocantins,1,True,False,False,False,False,False,False,False,False,False,1,1,0.5702827143382491,-0.41024747637436026,-0.0508442396651693,-0.14478063787405088,-0.023693449089936383
Dianópolis,controle biológico de pragas e doenças.,pouco degradado,1,Taguatinga do Tocantins,1,False,True,False,False,False,False,False,False,False,False,1,0,4.162253171999795e-14,0.060432595353700255,0.017824740903688838,0.14052546898468954,0.03774703168568967
Dianópolis,gradagem,degradacao media,3,Taguatinga do Tocantins,2,False,False,True,False,False,False,False,False,False,False,1,2,-0.5702827143382603,-0.41024747637434367,-0.050844239665163264,-0.14478063787405285,-0.023693449089935904
Dianópolis,gradagem,nao possui degradacao,15,Taguatinga do Tocantins,0,False,False,True,False,False,False,False,False,False,False,1,2,-0.5702827143382603,-0.41024747637434367,-0.050844239665163264,-0.14478063787405285,-0.023693449089935904
Dianópolis,gradagem,pouco degradado,3,Taguatinga do Tocantins,1,False,False,True,False,False,False,False,False,False,False,1,2,-0.5702827143382603,-0.41024747637434367,-0.050844239665163264,-0.14478063787405285,-0.023693449089935904
Dianópolis,monocultura,nao possui degradacao,1,Taguatinga do Tocantins,0,False,False,False,True,False,False,False,False,False,False,1,0,-1.2549877339378535e-14,0.0878258873954961,0.02816646607841901,0.3026775929462769,0.12794124850399463
Dianópolis,não usa,degradacao media,1,Taguatinga do Tocantins,2,False,False,False,False,True,False,False,False,False,False,1,0,6.670931225427116e-16,0.07305223609661152,0.022374728356403084,0.19981194059694285,0.06192555850846163
Dianópolis,não usa,nao possui degradacao,1,Taguatinga do Tocantins,0,False,False,False,False,True,False,False,False,False,False,1,0,6.670931225427116e-16,0.07305223609661152,0.022374728356403084,0.19981194059694285,0.06192555850846163
Dianópolis,pastagem nativa,degradacao media,2,Taguatinga do Tocantins,2,False,False,False,False,False,True,False,False,False,False,1,0,5.151455246046996e-15,0.10470884231282007,0.035491002752842706,0.5134040042510817,0.8525977121663699
Dianópolis,pastagem nativa,nao possui degradacao,6,Taguatinga do Tocantins,0,False,False,False,False,False,True,False,False,False,False,1,0,5.151455246046996e-15,0.10470884231282007,0.035491002752842706,0.5134040042510817,0.8525977121663699
Dianópolis,pastagem nativa,pouco degradado,4,Taguatinga do Tocantins,1,False,False,False,False,False,True,False,False,False,False,1,0,5.151455246046996e-15,0.10470884231282007,0.035491002752842706,0.5134040042510817,0.8525977121663699
Dianópolis,plantio convencional,degradacao media,2,Taguatinga do Tocantins,2,False,False,False,False,False,False,True,False,False,False,1,0,5.004862510517771e-15,0.48575504150909615,-0.5802668250878884,-0.27887050225175314,-0.0385564324071029
Dianópolis,plantio convencional,nao possui degradacao,11,Taguatinga do Tocantins,0,False,False,False,False,False,False,True,False,False,False,1,0,5.004862510517771e-15,0.48575504150909615,-0.5802668250878884,-0.27887050225175314,-0.0385564324071029
Dianópolis,plantio convencional,pouco degradado,4,Taguatinga do Tocantins,1,False,False,False,False,False,False,True,False,False,False,1,0,5.004862510517771e-15,0.48575504150909615,-0.5802668250878884,-0.27887050225175314,-0.0385564324071029
Dianópolis,queimadas,nao possui degradacao,5,Taguatinga do Tocantins,0,False,False,False,False,False,False,False,True,False,False,1,0,7.786449652223937e-16,0.08782588739549005,0.02816646607841554,0.30267759294628427,0.12794124850483707
Dianópolis,queimadas,pouco degradado,1,Taguatinga do Tocantins,1,False,False,False,False,False,False,False,True,False,False,1,0,7.786449652223937e-16,0.08782588739549005,0.02816646607841554,0.30267759294628427,0.12794124850483707
Dianópolis,roça de toco,nao possui degradacao,14,Taguatinga do Tocantins,0,False,False,False,False,False,False,False,False,True,False,1,0,2.7898226355905795e-15,0.11294128150342539,0.03937340645745574,0.6975509615815384,-0.7428818676670589
Dianópolis,roça de toco,pouco degradado,2,Taguatinga do Tocantins,1,False,False,False,False,False,False,False,False,True,False,1,0,2.7898226355905795e-15,0.11294128150342539,0.03937340645745574,0.6975509615815384,-0.7428818676670589
Dianópolis,uso de agrotóxicos,degradacao media,1,Taguatinga do Tocantins,2,False,False,False,False,False,False,False,False,False,True,1,0,9.61531457138888e-15,0.34911246916075356,0.6700327129307726,-0.3343671002574351,-0.043439843845700384
Dianópolis,uso de agrotóxicos,nao possui degradacao,4,Taguatinga do Tocantins,0,False,False,False,False,False,False,False,False,False,True,1,0,9.61531457138888e-15,0.34911246916075356,0.6700327129307726,-0.3343671002574351,-0.043439843845700384
Dianópolis,uso de agrotóxicos,pouco degradado,1,Taguatinga do Tocantins,1,False,False,False,False,False,False,False,False,False,True,1,0,9.61531457138888e-15,0.34911246916075356,0.6700327129307726,-0.3343671002574351,-0.043439843845700384
Divinópolis do Tocantins,aração,degradacao media,1,Paraiso,2,True,False,False,False,False,False,False,False,False,False,1,1,0.5702827143382491,-0.41024747637436026,-0.0508442396651693,-0.14478063787405088,-0.023693449089936383
Divinópolis do Tocantins,aração,nao possui degradacao,9,Paraiso,0,True,False,False,False,False,False,False,False,False,False,1,1,0.5702827143382491,-0.41024747637436026,-0.0508442396651693,-0.14478063787405088,-0.023693449089936383
Divinópolis do Tocantins,aração,pouco degradado,10,Paraiso,1,True,False,False,False,False,False,False,False,False,False,1,1,0.5702827143382491,-0.41024747637436026,-0.0508442396651693,-0.14478063787405088,-0.023693449089936383
Divinópolis do Tocantins,gradagem,degradacao media,1,Paraiso,2,False,False,True,False,False,False,False,False,False,False,1,2,-0.5702827143382603,-0.41024747637434367,-0.050844239665163264,-0.14478063787405285,-0.023693449089935904
Divinópolis do Tocantins,gradagem,nao possui degradacao,9,Paraiso,0,False,False,True,False,False,False,False,False,False,False,1,2,-0.5702827143382603,-0.41024747637434367,-0.050844239665163264,-0.14478063787405285,-0.023693449089935904
Divinópolis do Tocantins,gradagem,pouco degradado,10,Paraiso,1,False,False,True,False,False,False,False,False,False,False,1,2,-0.5702827143382603,-0.41024747637434367,-0.050844239665163264,-0.14478063787405285,-0.023693449089935904
Divinópolis do Tocantins,não usa,pouco degradado,1,Paraiso,1,False,False,False,False,True,False,False,False,False,False,1,0,6.670931225427116e-16,0.07305223609661152,0.022374728356403084,0.19981194059694285,0.06192555850846163
Divinópolis do Tocantins,pastagem nativa,nao possui degradacao,2,Paraiso,0,False,False,False,False,False,True,False,False,False,False,1,0,5.151455246046996e-15,0.10470884231282007,0.035491002752842706,0.5134040042510817,0.8525977121663699
Divinópolis do Tocantins,pastagem nativa,pouco degradado,4,Paraiso,1,False,False,False,False,False,True,False,False,False,False,1,0,5.151455246046996e-15,0.10470884231282007,0.035491002752842706,0.5134040042510817,0.8525977121663699
Divinópolis do Tocantins,plantio convencional,nao possui degradacao,9,Paraiso,0,False,False,False,False,False,False,True,False,False,False,1,0,5.004862510517771e-15,0.48575504150909615,-0.5802668250878884,-0.27887050225175314,-0.0385564324071029
Divinópolis do Tocantins,plantio convencional,pouco degradado,4,Paraiso,1,False,False,False,False,False,False,True,False,False,False,1,0,5.004862510517771e-15,0.48575504150909615,-0.5802668250878884,-0.27887050225175314,-0.0385564324071029
Divinópolis do Tocantins,roça de toco,nao possui degradacao,1,Paraiso,0,False,False,False,False,False,False,False,False,True,False,1,0,2.7898226355905795e-15,0.11294128150342539,0.03937340645745574,0.6975509615815384,-0.7428818676670589
Divinópolis do Tocantins,uso de agrotóxicos,nao possui degradacao,2,Paraiso,0,False,False,False,False,False,False,False,False,False,True,1,0,9.61531457138888e-15,0.34911246916075356,0.6700327129307726,-0.3343671002574351,-0.043439843845700384
Divinópolis do Tocantins,uso de agrotóxicos,pouco degradado,2,Paraiso,1,False,False,False,False,False,False,False,False,False,True,1,0,9.61531457138888e-15,0.34911246916075356,0.6700327129307726,-0.3343671002574351,-0.043439843845700384
Dueré,aração,degradacao media,1,Gurupi,2,True,False,False,False,False,False,False,False,False,False,1,1,0.5702827143382491,-0.41024747637436026,-0.0508442396651693,-0.14478063787405088,-0.023693449089936383
Dueré,aração,muito degradado,1,Gurupi,3,True,False,False,False,False,False,False,False,False,False,1,1,0.5702827143382491,-0.41024747637436026,-0.0508442396651693,-0.14478063787405088,-0.023693449089936383
Dueré,gradagem,degradacao media,1,Gurupi,2,False,False,True,False,False,False,False,False,False,False,1,2,-0.5702827143382603,-0.41024747637434367,-0.050844239665163264,-0.14478063787405285,-0.023693449089935904
Dueré,gradagem,muito degradado,1,Gurupi,3,False,False,True,False,False,False,False,False,False,False,1,2,-0.5702827143382603,-0.41024747637434367,-0.050844239665163264,-0.14478063787405285,-0.023693449089935904
