municipio_ibge,uso_de_praticas_convencionais,qual_o_nivel_de_degradacao_que_predomina_nas_pastagens_,total_respostas,regional,degradacao_ord,pratica_aração,pratica_controle biológico de pragas e doenças.,pratica_gradagem,pratica_monocultura,pratica_não usa,pratica_pastagem nativa,pratica_plantio convencional,pratica_queimadas,pratica_roça de toco,pratica_uso de agrotóxicos,n_praticas_linha
Chapada da Natividade,roça de toco,pouco degradado,4,Porto Nacional,1,False,False,False,False,False,False,False,False,True,False,1
Chapada da Natividade,uso de agrotóxicos,pouco degradado,1,Porto Nacional,1,False,False,False,False,False,False,False,False,False,True,1
Chapada de Areia,aração,degradacao media,1,Paraiso,2,True,False,False,False,False,False,False,False,False,False,1
Chapada de Areia,aração,nao possui degradacao,3,Paraiso,0,True,False,False,False,False,False,False,False,False,False,1
Chapada de Areia,aração,pouco degradado,2,Paraiso,1,True,False,False,False,False,False,False,False,False,False,1
Chapada de Areia,gradagem,degradacao media,1,Paraiso,2,False,False,True,False,False,False,False,False,False,False,1
Chapada de Areia,gradagem,nao possui degradacao,3,Paraiso,0,False,False,True,False,False,False,False,False,False,False,1
Chapada de Areia,gradagem,pouco degradado,2,Paraiso,1,False,False,True,False,False,False,False,False,False,False,1
Chapada de Areia,pastagem nativa,degradacao media,2,Paraiso,2,False,False,False,False,False,True,False,False,False,False,1
Chapada de Areia,plantio convencional,degradacao media,6,Paraiso,2,False,False,False,False,False,False,True,False,False,False,1
Chapada de Areia,plantio convencional,muito degradado,1,Paraiso,3,False,False,False,False,False,False,True,False,False,False,1
Chapada de Areia,plantio convencional,nao possui degradacao,5,Paraiso,0,False,False,False,False,False,False,True,False,False,False,1
Chapada de Areia,plantio convencional,pouco degradado,9,Paraiso,1,False,False,False,False,False,False,True,False,False,False,1
Chapada de Areia,roça de toco,muito degradado,1,Paraiso,3,False,False,False,False,False,False,False,False,True,False,1
Chapada de Areia,uso de agrotóxicos,nao possui degradacao,2,Paraiso,0,False,False,False,False,False,False,False,False,False,True,1
Chapada de Areia,uso de agrotóxicos,pouco degradado,1,Paraiso,1,False,False,False,False,False,False,False,False,False,True,1
Colméia,aração,degradacao media,1,Colinas,2,True,False,False,False,False,False,False,False,False,False,1
Colméia,aração,nao possui degradacao,2,Colinas,0,True,False,False,False,False,False,False,False,False,False,1
Colméia,aração,pouco degradado,3,Colinas,1,True,False,False,False,False,False,False,False,False,False,1
Colméia,gradagem,degradacao media,1,Colinas,2,False,False,True,False,False,False,False,False,False,False,1
Colméia,gradagem,nao possui degradacao,2,Colinas,0,False,False,True,False,False,False,False,False,False,False,1
Colméia,gradagem,pouco degradado,3,Colinas,1,False,False,True,False,False,False,False,False,False,False,1
Colméia,plantio convencional,pouco degradado,4,Colinas,1,False,False,False,False,False,False,True,False,False,False,1
Colméia,queimadas,pouco degradado,1,Colinas,1,False,False,False,False,False,False,False,True,False,False,1
Colméia,uso de agrotóxicos,degradacao media,1,Colinas,2,False,False,False,False,False,False,False,False,False,True,1
Colméia,uso de agrotóxicos,nao possui degradacao,2,Colinas,0,False,False,False,False,False,False,False,False,False,True,1
Colméia,uso de agrotóxicos,pouco degradado,3,Colinas,1,False,False,False,False,False,False,False,False,False,True,1
Couto Magalhães,aração,degradacao media,1,Colinas,2,True,False,False,False,False,False,False,False,False,False,1
Couto Magalhães,aração,nao possui degradacao,1,Colinas,0,True,False,False,False,False,False,False,False,False,False,1
Couto Magalhães,aração,pouco degradado,5,Colinas,1,True,False,False,False,False,False,False,False,False,False,1
Couto Magalhães,gradagem,degradacao media,1,Colinas,2,False,False,True,False,False,False,False,False,False,False,1
Couto Magalhães,gradagem,nao possui degradacao,1,Colinas,0,False,False,True,False,False,False,False,False,False,False,1
Couto Magalhães,gradagem,pouco degradado,5,Colinas,1,False,False,True,False,False,False,False,False,False,False,1
Couto Magalhães,monocultura,degradacao media,1,Colinas,2,False,False,False,True,False,False,False,False,False,False,1
Couto Magalhães,pastagem nativa,pouco degradado,3,Colinas,1,False,False,False,False,False,True,False,False,False,False,1
Couto Magalhães,plantio convencional,degradacao media,1,Colinas,2,False,False,False,False,False,False,True,False,False,False,1
Couto Magalhães,plantio convencional,pouco degradado,5,Colinas,1,False,False,False,False,False,False,True,False,False,False,1
Couto Magalhães,queimadas,degradacao media,1,Colinas,2,False,False,False,False,False,False,False,True,False,False,1
Couto Magalhães,roça de toco,degradacao media,1,Colinas,2,False,False,False,False,False,False,False,False,True,False,1
Couto Magalhães,uso de agrotóxicos,nao possui degradacao,1,Colinas,0,False,False,False,False,False,False,False,False,False,True,1
Cristalândia,aração,degradacao media,2,Paraiso,2,True,False,False,False,False,False,False,False,False,False,1
Cristalândia,aração,nao possui degradacao,6,Paraiso,0,True,False,False,False,False,False,False,False,False,False,1
Cristalândia,aração,pouco degradado,8,Paraiso,1,True,False,False,False,False,False,False,False,False,False,1
Cristalândia,gradagem,degradacao media,2,Paraiso,2,False,False,True,False,False,False,False,False,False,False,1
Cristalândia,gradagem,nao possui degradacao,6,Paraiso,0,False,False,True,False,False,False,False,False,False,False,1
Cristalândia,gradagem,pouco degradado,8,Paraiso,1,False,False,True,False,False,False,False,False,False,False,1
Cristalândia,não usa,degradacao media,1,Paraiso,2,False,False,False,False,True,False,False,False,False,False,1
Cristalândia,não usa,nao possui degradacao,1,Paraiso,0,False,False,False,False,True,False,False,False,False,False,1
Cristalândia,não usa,pouco degradado,1,Paraiso,1,False,False,False,False,True,False,False,False,False,False,1
Cristalândia,pastagem nativa,nao possui degradacao,2,Paraiso,0,False,False,False,False,False,True,False,False,False,False,1
Cristalândia,plantio convencional,nao possui degradacao,1,Paraiso,0,False,False,False,False,False,False,True,False,False,False,1
Cristalândia,queimadas,nao possui degradacao,1,Paraiso,0,False,False,False,False,False,False,False,True,False,False,1
Cristalândia,queimadas,pouco degradado,2,Paraiso,1,False,False,False,False,False,False,False,True,False,False,1
Cristalândia,uso de agrotóxicos,degradacao media,1,Paraiso,2,False,False,False,False,False,False,False,False,False,True,1
Cristalândia,uso de agrotóxicos,nao possui degradacao,2,Paraiso,0,False,False,False,False,False,False,False,False,False,True,1
Cristalândia,uso de agrotóxicos,pouco degradado,3,Paraiso,1,False,False,False,False,False,False,False,False,False,True,1
Crixás do Tocantins,aração,degradacao media,1,Gurupi,2,True,False,False,False,False,False,False,False,False,False,1
Crixás do Tocantins,gradagem,degradacao media,1,Gurupi,2,False,False,True,False,False,False,False,False,False,False,1
Crixás do Tocantins,monocultura,degradacao media,1,Gurupi,2,False,False,False,True,False,False,False,False,False,False,1
Crixás do Tocantins,plantio convencional,degradacao media,2,Gurupi,2,False,False,False,False,False,False,True,False,False,False,1
Crixás do Tocantins,uso de agrotóxicos,degradacao media,2,Gurupi,2,False,False,False,False,False,False,False,False,False,True,1
Dianópolis,aração,degradacao media,3,Taguatinga do Tocantins,2,True,False,False,False,False,False,False,False,False,False,1
Dianópolis,aração,nao possui degradacao,15,Taguatinga do Tocantins,0,True,False,False,False,False,False,False,False,False,False,1
Dianópolis,aração,pouco degradado,3,Taguatinga do Tocantins,1,True,False,False,False,False,False,False,False,False,False,1
Dianópolis,controle biológico de pragas e doenças.,pouco degradado,1,Taguatinga do Tocantins,1,False,True,False,False,False,False,False,False,False,False,1
Dianópolis,gradagem,degradacao media,3,Taguatinga do Tocantins,2,False,False,True,False,False,False,False,False,False,False,1
Dianópolis,gradagem,nao possui degradacao,15,Taguatinga do Tocantins,0,False,False,True,False,False,False,False,False,False,False,1
Dianópolis,gradagem,pouco degradado,3,Taguatinga do Tocantins,1,False,False,True,False,False,False,False,False,False,False,1
Dianópolis,monocultura,nao possui degradacao,1,Taguatinga do Tocantins,0,False,False,False,True,False,False,False,False,False,False,1
Dianópolis,não usa,degradacao media,1,Taguatinga do Tocantins,2,False,False,False,False,True,False,False,False,False,False,1
Dianópolis,não usa,nao possui degradacao,1,Taguatinga do Tocantins,0,False,False,False,False,True,False,False,False,False,False,1
Dianópolis,pastagem nativa,degradacao media,2,Taguatinga do Tocantins,2,False,False,False,False,False,True,False,False,False,False,1
Dianópolis,pastagem nativa,nao possui degradacao,6,Taguatinga do Tocantins,0,False,False,False,False,False,True,False,False,False,False,1
Dianópolis,pastagem nativa,pouco degradado,4,Taguatinga do Tocantins,1,False,False,False,False,False,True,False,False,False,False,1
Dianópolis,plantio convencional,degradacao media,2,Taguatinga do Tocantins,2,False,False,False,False,False,False,True,False,False,False,1
Dianópolis,plantio convencional,nao possui degradacao,11,Taguatinga do Tocantins,0,False,False,False,False,False,False,True,False,False,False,1
Dianópolis,plantio convencional,pouco degradado,4,Taguatinga do Tocantins,1,False,False,False,False,False,False,True,False,False,False,1
Dianópolis,queimadas,nao possui degradacao,5,Taguatinga do Tocantins,0,False,False,False,False,False,False,False,True,False,False,1
Dianópolis,queimadas,pouco degradado,1,Taguatinga do Tocantins,1,False,False,False,False,False,False,False,True,False,False,1
Dianópolis,roça de toco,nao possui degradacao,14,Taguatinga do Tocantins,0,False,False,False,False,False,False,False,False,True,False,1
Dianópolis,roça de toco,pouco degradado,2,Taguatinga do Tocantins,1,False,False,False,False,False,False,False,False,True,False,1
Dianópolis,uso de agrotóxicos,degradacao media,1,Taguatinga do Tocantins,2,False,False,False,False,False,False,False,False,False,True,1
Dianópolis,uso de agrotóxicos,nao possui degradacao,4,Taguatinga do Tocantins,0,False,False,False,False,False,False,False,False,False,True,1
Dianópolis,uso de agrotóxicos,pouco degradado,1,Taguatinga do Tocantins,1,False,False,False,False,False,False,False,False,False,True,1
Divinópolis do Tocantins,aração,degradacao media,1,Paraiso,2,True,False,False,False,False,False,False,False,False,False,1
Divinópolis do Tocantins,aração,nao possui degradacao,9,Paraiso,0,True,False,False,False,False,False,False,False,False,False,1
Divinópolis do Tocantins,aração,pouco degradado,10,Paraiso,1,True,False,False,False,False,False,False,False,False,False,1
Divinópolis do Tocantins,gradagem,degradacao media,1,Paraiso,2,False,False,True,False,False,False,False,False,False,False,1
Divinópolis do Tocantins,gradagem,nao possui degradacao,9,Paraiso,0,False,False,True,False,False,False,False,False,False,False,1
Divinópolis do Tocantins,gradagem,pouco degradado,10,Paraiso,1,False,False,True,False,False,False,False,False,False,False,1
Divinópolis do Tocantins,não usa,pouco degradado,1,Paraiso,1,False,False,False,False,True,False,False,False,False,False,1
Divinópolis do Tocantins,pastagem nativa,nao possui degradacao,2,Paraiso,0,False,False,False,False,False,True,False,False,False,False,1
Divinópolis do Tocantins,pastagem nativa,pouco degradado,4,Paraiso,1,False,False,False,False,False,True,False,False,False,False,1
Divinópolis do Tocantins,plantio convencional,nao possui degradacao,9,Paraiso,0,False,False,False,False,False,False,True,False,False,False,1
Divinópolis do Tocantins,plantio convencional,pouco degradado,4,Paraiso,1,False,False,False,False,False,False,True,False,False,False,1
Divinópolis do Tocantins,roça de toco,nao possui degradacao,1,Paraiso,0,False,False,False,False,False,False,False,False,True,False,1
Divinópolis do Tocantins,uso de agrotóxicos,nao possui degradacao,2,Paraiso,0,False,False,False,False,False,False,False,False,False,True,1
Divinópolis do Tocantins,uso de agrotóxicos,pouco degradado,2,Paraiso,1,False,False,False,False,False,False,False,False,False,True,1
Dueré,aração,degradacao media,1,Gurupi,2,True,False,False,False,False,False,False,False,False,False,1
Dueré,aração,muito degradado,1,Gurupi,3,True,False,False,False,False,False,False,False,False,False,1
Dueré,gradagem,degradacao media,1,Gurupi,2,False,False,True,False,False,False,False,False,False,False,1
Dueré,gradagem,muito degradado,1,Gurupi,3,False,False,True,False,False,False,False,False,False,False,1
Dueré,pastagem nativa,muito degradado,1,Gurupi,3,False,False,False,False,False,True,False,False,False,False,1
Dueré,plantio convencional,degradacao media,2,Gurupi,2,False,False,False,False,False,False,True,False,False,False,1
Dueré,plantio convencional,nao possui degradacao,1,Gurupi,0,False,False,False,False,False,False,True,False,False,False,1
Dueré,plantio convencional,pouco degradado,1,Gurupi,1,False,False,False,False,False,False,True,False,False,False,1
Esperantina,aração,nao possui degradacao,1,Araguatins,0,True,False,False,False,False,False,False,False,False,False,1
Esperantina,gradagem,nao possui degradacao,1,Araguatins,0,False,False,True,False,False,False,False,False,False,False,1
Esperantina,monocultura,nao possui degradacao,1,Araguatins,0,False,False,False,True,False,False,False,False,False,False,1
Esperantina,não usa,nao possui degradacao,1,Araguatins,0,False,False,False,False,True,False,False,False,False,False,1
Esperantina,pastagem nativa,nao possui degradacao,1,Araguatins,0,False,False,False,False,False,True,False,False,False,False,1
Esperantina,plantio convencional,nao possui degradacao,1,Araguatins,0,False,False,False,False,False,False,True,False,False,False,1
Esperantina,queimadas,nao possui degradacao,1,Araguatins,0,False,False,False,False,False,False,False,True,False,False,1
Esperantina,roça de toco,nao possui degradacao,2,Araguatins,0,False,False,False,False,False,False,False,False,True,False,1
Figueirópolis,aração,nao possui degradacao,1,Gurupi,0,True,False,False,False,False,False,False,False,False,False,1
Figueirópolis,aração,pouco degradado,5,Gurupi,1,True,False,False,False,False,False,False,False,False,False,1
Figueirópolis,gradagem,nao possui degradacao,1,Gurupi,0,False,False,True,False,False,False,False,False,False,False,1
Figueirópolis,gradagem,pouco degradado,5,Gurupi,1,False,False,True,False,False,False,False,False,False,False,1
Figueirópolis,monocultura,pouco degradado,3,Gurupi,1,False,False,False,True,False,False,False,False,False,False,1
Figueirópolis,plantio convencional,nao possui degradacao,4,Gurupi,0,False,False,False,False,False,False,True,False,False,False,1
Figueirópolis,plantio convencional,pouco degradado,5,Gurupi,1,False,False,False,False,False,False,True,False,False,False,1
Figueirópolis,uso de agrotóxicos,nao possui degradacao,3,Gurupi,0,False,False,False,False,False,False,False,False,False,True,1
Figueirópolis,uso de agrotóxicos,pouco degradado,5,Gurupi,1,False,False,False,False,False,False,False,False,False,True,1
Filadélfia,aração,degradacao media,3,Araguína,2,True,False,False,False,False,False,False,False,False,False,1
Filadélfia,aração,muito degradado,1,Araguína,3,True,False,False,False,False,False,False,False,False,False,1
Filadélfia,aração,nao possui degradacao,3,Araguína,0,True,False,False,False,False,False,False,False,False,False,1
Filadélfia,aração,pouco degradado,6,Araguína,1,True,False,False,False,False,False,False,False,False,False,1
Filadélfia,gradagem,degradacao media,3,Araguína,2,False,False,True,False,False,False,False,False,False,False,1
Filadélfia,gradagem,muito degradado,1,Araguína,3,False,False,True,False,False,False,False,False,False,False,1
Filadélfia,gradagem,nao possui degradacao,3,Araguína,0,False,False,True,False,False,False,False,False,False,False,1
Filadélfia,gradagem,pouco degradado,6,Araguína,1,False,False,True,False,False,False,False,False,False,False,1
Filadélfia,monocultura,degradacao media,1,Araguína,2,False,False,False,True,False,False,False,False,False,False,1
Filadélfia,monocultura,nao possui degradacao,3,Araguína,0,False,False,False,True,False,False,False,False,False,False,1
Filadélfia,monocultura,pouco degradado,4,Araguína,1,False,False,False,True,False,False,False,False,False,False,1
Filadélfia,não usa,degradacao media,1,Araguína,2,False,False,False,False,True,False,False,False,False,False,1
Filadélfia,não usa,muito degradado,1,Araguína,3,False,False,False,False,True,False,False,False,False,False,1
Filadélfia,não usa,nao possui degradacao,1,Araguína,0,False,False,False,False,True,False,False,False,False,False,1
Filadélfia,plantio convencional,degradacao media,2,Araguína,2,False,False,False,False,False,False,True,False,False,False,1
Filadélfia,plantio convencional,muito degradado,2,Araguína,3,False,False,False,False,False,False,True,False,False,False,1
Filadélfia,plantio convencional,nao possui degradacao,1,Araguína,0,False,False,False,False,False,False,True,False,False,False,1
Filadélfia,plantio convencional,pouco degradado,5,Araguína,1,False,False,False,False,False,False,True,False,False,False,1
Filadélfia,queimadas,nao possui degradacao,3,Araguína,0,False,False,False,False,False,False,False,True,False,False,1
Filadélfia,queimadas,pouco degradado,3,Araguína,1,False,False,False,False,False,False,False,True,False,False,1
Filadélfia,roça de toco,nao possui degradacao,1,Araguína,0,False,False,False,False,False,False,False,False,True,False,1
Filadélfia,roça de toco,pouco degradado,2,Araguína,1,False,False,False,False,False,False,False,False,True,False,1
Filadélfia,uso de agrotóxicos,nao possui degradacao,3,Araguína,0,False,False,False,False,False,False,False,False,False,True,1
Filadélfia,uso de agrotóxicos,pouco degradado,9,Araguína,1,False,False,False,False,False,False,False,False,False,True,1
Fortaleza do Tabocão,aração,pouco degradado,3,Miracema,1,True,False,False,False,False,False,False,False,False,False,1
Fortaleza do Tabocão,gradagem,pouco degradado,3,Miracema,1,False,False,True,False,False,False,False,False,False,False,1
Fortaleza do Tabocão,plantio convencional,pouco degradado,1,Miracema,1,False,False,False,False,False,False,True,False,False,False,1
Fortaleza do Tabocão,uso de agrotóxicos,pouco degradado,6,Miracema,1,False,False,False,False,False,False,False,False,False,True,1
Fátima,aração,degradacao media,3,Porto Nacional,2,True,False,False,False,False,False,False,False,False,False,1
Fátima,aração,pouco degradado,3,Porto Nacional,1,True,False,False,False,False,False,False,False,False,False,1
Fátima,gradagem,degradacao media,3,Porto Nacional,2,False,False,True,False,False,False,False,False,False,False,1
Fátima,gradagem,pouco degradado,3,Porto Nacional,1,False,False,True,False,False,False,False,False,False,False,1
Fátima,monocultura,degradacao media,1,Porto Nacional,2,False,False,False,True,False,False,False,False,False,False,1
Fátima,monocultura,pouco degradado,1,Porto Nacional,1,False,False,False,True,False,False,False,False,False,False,1
Fátima,pastagem nativa,pouco degradado,1,Porto Nacional,1,False,False,False,False,False,True,False,False,False,False,1
Fátima,plantio convencional,degradacao media,1,Porto Nacional,2,False,False,False,False,False,False,True,False,False,False,1
Fátima,plantio convencional,pouco degradado,2,Porto Nacional,1,False,False,False,False,False,False,True,False,False,False,1
Fátima,uso de agrotóxicos,degradacao media,2,Porto Nacional,2,False,False,False,False,False,False,False,False,False,True,1
Goiatins,aração,pouco degradado,7,Araguína,1,True,False,False,False,False,False,False,False,False,False,1
Goiatins,gradagem,pouco degradado,7,Araguína,1,False,False,True,False,False,False,False,False,False,False,1
Goiatins,pastagem nativa,pouco degradado,7,Araguína,1,False,False,False,False,False,True,False,False,False,False,1
Goiatins,plantio convencional,pouco degradado,4,Araguína,1,False,False,False,False,False,False,True,False,False,False,1
Goiatins,queimadas,pouco degradado,6,Araguína,1,False,False,False,False,False,False,False,True,False,False,1
Goiatins,roça de toco,pouco degradado,1,Araguína,1,False,False,False,False,False,False,False,False,True,False,1
Goiatins,uso de agrotóxicos,pouco degradado,1,Araguína,1,False,False,False,False,False,False,False,False,False,True,1
Guaraí,aração,nao possui degradacao,8,Colinas,0,True,False,False,False,False,False,False,False,False,False,1
Guaraí,aração,pouco degradado,6,Colinas,1,True,False,False,False,False,False,False,False,False,False,1
Guaraí,gradagem,nao possui degradacao,8,Colinas,0,False,False,True,False,False,False,False,False,False,False,1
Guaraí,gradagem,pouco degradado,6,Colinas,1,False,False,True,False,False,False,False,False,False,False,1
Guaraí,monocultura,nao possui degradacao,2,Colinas,0,False,False,False,True,False,False,False,False,False,False,1
Guaraí,não usa,nao possui degradacao,3,Colinas,0,False,False,False,False,True,False,False,False,False,False,1
Guaraí,pastagem nativa,pouco degradado,3,Colinas,1,False,False,False,False,False,True,False,False,False,False,1
Guaraí,plantio convencional,nao possui degradacao,2,Colinas,0,False,False,False,False,False,False,True,False,False,False,1
Guaraí,plantio convencional,pouco degradado,4,Colinas,1,False,False,False,False,False,False,True,False,False,False,1
Guaraí,queimadas,pouco degradado,1,Colinas,1,False,False,False,False,False,False,False,True,False,False,1
Guaraí,roça de toco,pouco degradado,2,Colinas,1,False,False,False,False,False,False,False,False,True,False,1
Guaraí,uso de agrotóxicos,nao possui degradacao,7,Colinas,0,False,False,False,False,False,False,False,False,False,True,1
Guaraí,uso de agrotóxicos,pouco degradado,7,Colinas,1,False,False,False,False,False,False,False,False,False,True,1
Gurupi,aração,degradacao media,1,Gurupi,2,True,False,False,False,False,False,False,False,False,False,1
Gurupi,aração,nao possui degradacao,4,Gurupi,0,True,False,False,False,False,False,False,False,False,False,1
Gurupi,aração,pouco degradado,9,Gurupi,1,True,False,False,False,False,False,False,False,False,False,1
Gurupi,gradagem,degradacao media,1,Gurupi,2,False,False,True,False,False,False,False,False,False,False,1
Gurupi,gradagem,nao possui degradacao,4,Gurupi,0,False,False,True,False,False,False,False,False,False,False,1
Gurupi,gradagem,pouco degradado,9,Gurupi,1,False,False,True,False,False,False,False,False,False,False,1
Gurupi,pastagem nativa,degradacao media,1,Gurupi,2,False,False,False,False,False,True,False,False,False,False,1
Gurupi,plantio convencional,degradacao media,2,Gurupi,2,False,False,False,False,False,False,True,False,False,False,1
Gurupi,plantio convencional,nao possui degradacao,2,Gurupi,0,False,False,False,False,False,False,True,False,False,False,1
Gurupi,plantio convencional,pouco degradado,7,Gurupi,1,False,False,False,False,False,False,True,False,False,False,1
Gurupi,uso de agrotóxicos,nao possui degradacao,1,Gurupi,0,False,False,False,False,False,False,False,False,False,True,1
Ipueiras,aração,degradacao media,1,Porto Nacional,2,True,False,False,False,False,False,False,False,False,False,1
Ipueiras,aração,nao possui degradacao,1,Porto Nacional,0,True,False,False,False,False,False,False,False,False,False,1
Ipueiras,aração,pouco degradado,2,Porto Nacional,1,True,False,False,False,False,False,False,False,False,False,1
Ipueiras,gradagem,degradacao media,1,Porto Nacional,2,False,False,True,False,False,False,False,False,False,False,1
Ipueiras,gradagem,nao possui degradacao,1,Porto Nacional,0,False,False,True,False,False,False,False,False,False,False,1
Ipueiras,gradagem,pouco degradado,2,Porto Nacional,1,False,False,True,False,False,False,False,False,False,False,1
Ipueiras,monocultura,degradacao media,1,Porto Nacional,2,False,False,False,True,False,False,False,False,False,False,1
Ipueiras,pastagem nativa,nao possui degradacao,1,Porto Nacional,0,False,False,False,False,False,True,False,False,False,False,1
Ipueiras,pastagem nativa,pouco degradado,2,Porto Nacional,1,False,False,False,False,False,True,False,False,False,False,1
Ipueiras,plantio convencional,degradacao media,1,Porto Nacional,2,False,False,False,False,False,False,True,False,False,False,1
Ipueiras,plantio convencional,pouco degradado,3,Porto Nacional,1,False,False,False,False,False,False,True,False,False,False,1
Ipueiras,roça de toco,pouco degradado,1,Porto Nacional,1,False,False,False,False,False,False,False,False,True,False,1
Ipueiras,uso de agrotóxicos,degradacao media,1,Porto Nacional,2,False,False,False,False,False,False,False,False,False,True,1
Ipueiras,uso de agrotóxicos,pouco degradado,3,Porto Nacional,1,False,False,False,False,False,False,False,False,False,True,1
Itaguatins,aração,nao possui degradacao,2,Araguatins,0,True,False,False,False,False,False,False,False,False,False,1
Itaguatins,aração,pouco degradado,2,Araguatins,1,True,False,False,False,False,False,False,False,False,False,1
Itaguatins,gradagem,nao possui degradacao,2,Araguatins,0,False,False,True,False,False,False,False,False,False,False,1
Itaguatins,gradagem,pouco degradado,2,Araguatins,1,False,False,True,False,False,False,False,False,False,False,1
Itaguatins,pastagem nativa,nao possui degradacao,1,Araguatins,0,False,False,False,False,False,True,False,False,False,False,1
Itaguatins,plantio convencional,nao possui degradacao,1,Araguatins,0,False,False,False,False,False,False,True,False,False,False,1
Itaguatins,plantio convencional,pouco degradado,2,Araguatins,1,False,False,False,False,False,False,True,False,False,False,1
Itaguatins,uso de agrotóxicos,pouco degradado,2,Araguatins,1,False,False,False,False,False,False,False,False,False,True,1
Itaporã do Tocantins,plantio convencional,nao possui degradacao,2,Colinas,0,False,False,False,False,False,False,True,False,False,False,1
Itaporã do Tocantins,uso de agrotóxicos,nao possui degradacao,2,Colinas,0,False,False,False,False,False,False,False,False,False,True,1
Jaú do Tocantins,aração,degradacao media,2,Gurupi,2,True,False,False,False,False,False,False,False,False,False,1
Jaú do Tocantins,aração,pouco degradado,1,Gurupi,1,True,False,False,False,False,False,False,False,False,False,1
Jaú do Tocantins,gradagem,degradacao media,2,Gurupi,2,False,False,True,False,False,False,False,False,False,False,1
Jaú do Tocantins,gradagem,pouco degradado,1,Gurupi,1,False,False,True,False,False,False,False,False,False,False,1
Jaú do Tocantins,monocultura,pouco degradado,1,Gurupi,1,False,False,False,True,False,False,False,False,False,False,1
Jaú do Tocantins,pastagem nativa,degradacao media,2,Gurupi,2,False,False,False,False,False,True,False,False,False,False,1
Jaú do Tocantins,pastagem nativa,pouco degradado,1,Gurupi,1,False,False,False,False,False,True,False,False,False,False,1
Jaú do Tocantins,plantio convencional,degradacao media,3,Gurupi,2,False,False,False,False,False,False,True,False,False,False,1
Jaú do Tocantins,plantio convencional,pouco degradado,3,Gurupi,1,False,False,False,False,False,False,True,False,False,False,1
Jaú do Tocantins,queimadas,degradacao media,1,Gurupi,2,False,False,False,False,False,False,False,True,False,False,1
Jaú do Tocantins,queimadas,pouco degradado,2,Gurupi,1,False,False,False,False,False,False,False,True,False,False,1
Jaú do Tocantins,uso de agrotóxicos,degradacao media,3,Gurupi,2,False,False,False,False,False,False,False,False,False,True,1
Jaú do Tocantins,uso de agrotóxicos,pouco degradado,2,Gurupi,1,False,False,False,False,False,False,False,False,False,True,1
Lagoa da Confusão,aração,degradacao media,1,Paraiso,2,True,False,False,False,False,False,False,False,False,False,1
Lagoa da Confusão,aração,nao possui degradacao,4,Paraiso,0,True,False,False,False,False,False,False,False,False,False,1
Lagoa da Confusão,aração,pouco degradado,1,Paraiso,1,True,False,False,False,False,False,False,False,False,False,1
Lagoa da Confusão,gradagem,degradacao media,1,Paraiso,2,False,False,True,False,False,False,False,False,False,False,1
Lagoa da Confusão,gradagem,nao possui degradacao,4,Paraiso,0,False,False,True,False,False,False,False,False,False,False,1
Lagoa da Confusão,gradagem,pouco degradado,1,Paraiso,1,False,False,True,False,False,False,False,False,False,False,1
Lagoa da Confusão,pastagem nativa,degradacao media,1,Paraiso,2,False,False,False,False,False,True,False,False,False,False,1
Lagoa da Confusão,pastagem nativa,nao possui degradacao,2,Paraiso,0,False,False,False,False,False,True,False,False,False,False,1
Lagoa da Confusão,plantio convencional,nao possui degradacao,3,Paraiso,0,False,False,False,False,False,False,True,False,False,False,1
Lagoa da Confusão,roça de toco,degradacao media,1,Paraiso,2,False,False,False,False,False,False,False,False,True,False,1
Lagoa da Confusão,roça de toco,pouco degradado,1,Paraiso,1,False,False,False,False,False,False,False,False,True,False,1
Lagoa da Confusão,uso de agrotóxicos,degradacao media,1,Paraiso,2,False,False,False,False,False,False,False,False,False,True,1
Lagoa da Confusão,uso de agrotóxicos,nao possui degradacao,3,Paraiso,0,False,False,False,False,False,False,False,False,False,True,1
Lajeado,aração,nao possui degradacao,1,Porto Nacional,0,True,False,False,False,False,False,False,False,False,False,1
Lajeado,gradagem,nao possui degradacao,1,Porto Nacional,0,False,False,True,False,False,False,False,False,False,False,1
Luzinópolis,aração,degradacao media,2,Araguatins,2,True,False,False,False,False,False,False,False,False,False,1
Luzinópolis,aração,nao possui degradacao,2,Araguatins,0,True,False,False,False,False,False,False,False,False,False,1
Luzinópolis,gradagem,degradacao media,2,Araguatins,2,False,False,True,False,False,False,False,False,False,False,1
Luzinópolis,gradagem,nao possui degradacao,2,Araguatins,0,False,False,True,False,False,False,False,False,False,False,1
Luzinópolis,monocultura,degradacao media,1,Araguatins,2,False,False,False,True,False,False,False,False,False,False,1
Luzinópolis,monocultura,nao possui degradacao,1,Araguatins,0,False,False,False,True,False,False,False,False,False,False,1
Luzinópolis,pastagem nativa,nao possui degradacao,2,Araguatins,0,False,False,False,False,False,True,False,False,False,False,1
Luzinópolis,plantio convencional,nao possui degradacao,2,Araguatins,0,False,False,False,False,False,False,True,False,False,False,1
Luzinópolis,queimadas,degradacao media,1,Araguatins,2,False,False,False,False,False,False,False,True,False,False,1
Luzinópolis,queimadas,nao possui degradacao,1,Araguatins,0,False,False,False,False,False,False,False,True,False,False,1
Luzinópolis,roça de toco,degradacao media,1,Araguatins,2,False,False,False,False,False,False,False,False,True,False,1
Luzinópolis,uso de agrotóxicos,degradacao media,3,Araguatins,2,False,False,False,False,False,False,False,False,False,True,1
