municipio_ibge,uso_de_praticas_sustentaveis_,qual_o_nivel_de_degradacao_que_predomina_nas_pastagens_,total_respostas,regional,degradacao_ord,pratica_aceiros,pratica_adubação,pratica_adubação verde,pratica_apiário,pratica_calagem,pratica_consórcio,pratica_curva de nível,pratica_descarte correto de embalagens,pratica_floresta,pratica_ilp - integração lavoura pecuária,pratica_ilpf - integração lavoura pecuária,pratica_não usa,pratica_outros,pratica_plantio direto,pratica_reaproveitamento de residuos,pratica_recuperação de pastagens,pratica_rotação de cultura,n_praticas_linha
Bom Jesus do Tocantins,adubação verde,nao possui degradacao,1,Miracema,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Bom Jesus do Tocantins,adubação verde,pouco degradado,1,Miracema,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Bom Jesus do Tocantins,plantio direto,nao possui degradacao,1,Miracema,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
Bom Jesus do Tocantins,plantio direto,pouco degradado,1,Miracema,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
Bom Jesus do Tocantins,reaproveitamento de residuos,nao possui degradacao,1,Miracema,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
Bom Jesus do Tocantins,rotação de cultura,nao possui degradacao,1,Miracema,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
Cachoeirinha,aceiros,pouco degradado,1,Araguatins,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Cachoeirinha,adubação,pouco degradado,1,Araguatins,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Cachoeirinha,calagem,pouco degradado,1,Araguatins,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
Cachoeirinha,consórcio,pouco degradado,1,Araguatins,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
Cachoeirinha,descarte correto de embalagens,pouco degradado,1,Araguatins,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
Cachoeirinha,reaproveitamento de residuos,pouco degradado,1,Araguatins,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
Cachoeirinha,recuperação de pastagens,pouco degradado,2,Araguatins,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
Cachoeirinha,rotação de cultura,pouco degradado,1,Araguatins,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
Cariri do Tocantins,aceiros,degradacao media,2,Gurupi,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Cariri do Tocantins,aceiros,pouco degradado,2,Gurupi,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Cariri do Tocantins,adubação,degradacao media,2,Gurupi,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Cariri do Tocantins,adubação,pouco degradado,1,Gurupi,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Cariri do Tocantins,calagem,degradacao media,2,Gurupi,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
Cariri do Tocantins,calagem,pouco degradado,3,Gurupi,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
Cariri do Tocantins,consórcio,pouco degradado,1,Gurupi,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
Cariri do Tocantins,curva de nível,pouco degradado,1,Gurupi,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1
Cariri do Tocantins,recuperação de pastagens,pouco degradado,3,Gurupi,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
Cariri do Tocantins,rotação de cultura,degradacao media,1,Gurupi,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
Cariri do Tocantins,rotação de cultura,pouco degradado,2,Gurupi,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
Carmolândia,aceiros,nao possui degradacao,2,Araguína,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Carmolândia,aceiros,pouco degradado,1,Araguína,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Carmolândia,plantio direto,nao possui degradacao,1,Araguína,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
Caseara,aceiros,nao possui degradacao,4,Paraiso,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Caseara,aceiros,pouco degradado,1,Paraiso,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Caseara,adubação,nao possui degradacao,5,Paraiso,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Caseara,adubação,pouco degradado,1,Paraiso,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Caseara,adubação verde,nao possui degradacao,1,Paraiso,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Caseara,adubação verde,pouco degradado,1,Paraiso,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Caseara,calagem,nao possui degradacao,1,Paraiso,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
Caseara,não usa,nao possui degradacao,5,Paraiso,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
Caseara,reaproveitamento de residuos,nao possui degradacao,3,Paraiso,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
Caseara,rotação de cultura,nao possui degradacao,3,Paraiso,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
Centenário,aceiros,nao possui degradacao,1,Miracema,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Centenário,reaproveitamento de residuos,nao possui degradacao,1,Miracema,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
Centenário,rotação de cultura,nao possui degradacao,1,Miracema,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
Chapada da Natividade,aceiros,degradacao media,4,Porto Nacional,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Chapada da Natividade,aceiros,pouco degradado,8,Porto Nacional,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Chapada da Natividade,adubação,degradacao media,3,Porto Nacional,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Chapada da Natividade,adubação,pouco degradado,4,Porto Nacional,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Chapada da Natividade,adubação verde,degradacao media,1,Porto Nacional,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Chapada da Natividade,adubação verde,pouco degradado,4,Porto Nacional,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Chapada da Natividade,calagem,pouco degradado,3,Porto Nacional,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
Chapada da Natividade,outros,pouco degradado,1,Porto Nacional,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
Chapada da Natividade,recuperação de pastagens,degradacao media,4,Porto Nacional,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
Chapada da Natividade,recuperação de pastagens,pouco degradado,4,Porto Nacional,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
Chapada da Natividade,rotação de cultura,degradacao media,4,Porto Nacional,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
Chapada da Natividade,rotação de cultura,pouco degradado,4,Porto Nacional,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
Chapada de Areia,aceiros,degradacao media,5,Paraiso,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Chapada de Areia,aceiros,pouco degradado,5,Paraiso,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Chapada de Areia,adubação,degradacao media,1,Paraiso,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Chapada de Areia,adubação,nao possui degradacao,2,Paraiso,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Chapada de Areia,adubação,pouco degradado,2,Paraiso,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Chapada de Areia,adubação verde,nao possui degradacao,3,Paraiso,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Chapada de Areia,adubação verde,pouco degradado,4,Paraiso,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Chapada de Areia,calagem,nao possui degradacao,1,Paraiso,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
Chapada de Areia,calagem,pouco degradado,1,Paraiso,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
Chapada de Areia,consórcio,nao possui degradacao,1,Paraiso,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
Chapada de Areia,plantio direto,degradacao media,1,Paraiso,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
Chapada de Areia,plantio direto,muito degradado,1,Paraiso,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
Chapada de Areia,plantio direto,nao possui degradacao,6,Paraiso,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
Chapada de Areia,plantio direto,pouco degradado,2,Paraiso,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
Chapada de Areia,recuperação de pastagens,pouco degradado,1,Paraiso,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
Chapada de Areia,rotação de cultura,degradacao media,1,Paraiso,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
Chapada de Areia,rotação de cultura,nao possui degradacao,1,Paraiso,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
Colméia,aceiros,degradacao media,1,Colinas,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Colméia,aceiros,nao possui degradacao,2,Colinas,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Colméia,aceiros,pouco degradado,3,Colinas,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Colméia,adubação,nao possui degradacao,2,Colinas,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Colméia,adubação,pouco degradado,4,Colinas,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Colméia,adubação verde,pouco degradado,4,Colinas,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Colméia,calagem,nao possui degradacao,2,Colinas,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
Colméia,calagem,pouco degradado,2,Colinas,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
Colméia,curva de nível,pouco degradado,2,Colinas,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1
Colméia,reaproveitamento de residuos,nao possui degradacao,2,Colinas,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
Colméia,rotação de cultura,pouco degradado,2,Colinas,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
Couto Magalhães,aceiros,pouco degradado,5,Colinas,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Couto Magalhães,adubação,nao possui degradacao,1,Colinas,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Couto Magalhães,adubação,pouco degradado,5,Colinas,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Couto Magalhães,adubação verde,degradacao media,1,Colinas,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Couto Magalhães,adubação verde,nao possui degradacao,1,Colinas,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Couto Magalhães,adubação verde,pouco degradado,5,Colinas,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Couto Magalhães,calagem,nao possui degradacao,1,Colinas,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
Couto Magalhães,calagem,pouco degradado,5,Colinas,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
Couto Magalhães,consórcio,pouco degradado,1,Colinas,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
Couto Magalhães,curva de nível,degradacao media,1,Colinas,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1
Couto Magalhães,curva de nível,nao possui degradacao,1,Colinas,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1
Couto Magalhães,descarte correto de embalagens,pouco degradado,1,Colinas,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
Couto Magalhães,ilp - integração lavoura pecuária,nao possui degradacao,1,Colinas,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
Couto Magalhães,plantio direto,nao possui degradacao,1,Colinas,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
Couto Magalhães,plantio direto,pouco degradado,3,Colinas,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
Couto Magalhães,reaproveitamento de residuos,degradacao media,1,Colinas,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
Couto Magalhães,reaproveitamento de residuos,pouco degradado,5,Colinas,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
Couto Magalhães,recuperação de pastagens,nao possui degradacao,1,Colinas,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
Couto Magalhães,recuperação de pastagens,pouco degradado,4,Colinas,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
Couto Magalhães,rotação de cultura,degradacao media,1,Colinas,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
Couto Magalhães,rotação de cultura,nao possui degradacao,1,Colinas,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
Couto Magalhães,rotação de cultura,pouco degradado,5,Colinas,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
Cristalândia,aceiros,degradacao media,2,Paraiso,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Cristalândia,aceiros,nao possui degradacao,8,Paraiso,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Cristalândia,aceiros,pouco degradado,7,Paraiso,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Cristalândia,adubação,nao possui degradacao,3,Paraiso,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Cristalândia,adubação verde,nao possui degradacao,1,Paraiso,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Cristalândia,calagem,degradacao media,1,Paraiso,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
Cristalândia,calagem,nao possui degradacao,2,Paraiso,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
Cristalândia,calagem,pouco degradado,1,Paraiso,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
Cristalândia,não usa,nao possui degradacao,1,Paraiso,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
Cristalândia,não usa,pouco degradado,1,Paraiso,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
Cristalândia,plantio direto,nao possui degradacao,1,Paraiso,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
Cristalândia,plantio direto,pouco degradado,1,Paraiso,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
Cristalândia,reaproveitamento de residuos,degradacao media,1,Paraiso,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
Cristalândia,reaproveitamento de residuos,nao possui degradacao,2,Paraiso,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
Cristalândia,reaproveitamento de residuos,pouco degradado,2,Paraiso,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
Cristalândia,rotação de cultura,nao possui degradacao,1,Paraiso,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
Crixás do Tocantins,adubação,degradacao media,1,Gurupi,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Crixás do Tocantins,calagem,degradacao media,1,Gurupi,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
Crixás do Tocantins,consórcio,degradacao media,1,Gurupi,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
Crixás do Tocantins,não usa,degradacao media,1,Gurupi,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
Dianópolis,aceiros,degradacao media,2,Taguatinga do Tocantins,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Dianópolis,aceiros,nao possui degradacao,15,Taguatinga do Tocantins,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Dianópolis,aceiros,pouco degradado,1,Taguatinga do Tocantins,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Dianópolis,adubação,degradacao media,2,Taguatinga do Tocantins,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Dianópolis,adubação,nao possui degradacao,11,Taguatinga do Tocantins,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Dianópolis,adubação,pouco degradado,4,Taguatinga do Tocantins,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Dianópolis,adubação verde,degradacao media,2,Taguatinga do Tocantins,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Dianópolis,adubação verde,nao possui degradacao,4,Taguatinga do Tocantins,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Dianópolis,adubação verde,pouco degradado,3,Taguatinga do Tocantins,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Dianópolis,calagem,degradacao media,2,Taguatinga do Tocantins,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
Dianópolis,calagem,nao possui degradacao,13,Taguatinga do Tocantins,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
Dianópolis,calagem,pouco degradado,3,Taguatinga do Tocantins,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
Dianópolis,consórcio,degradacao media,1,Taguatinga do Tocantins,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
Dianópolis,consórcio,nao possui degradacao,5,Taguatinga do Tocantins,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
Dianópolis,consórcio,pouco degradado,3,Taguatinga do Tocantins,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
Dianópolis,curva de nível,nao possui degradacao,2,Taguatinga do Tocantins,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1
Dianópolis,curva de nível,pouco degradado,1,Taguatinga do Tocantins,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1
Dianópolis,floresta,nao possui degradacao,1,Taguatinga do Tocantins,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
Dianópolis,ilp - integração lavoura pecuária,nao possui degradacao,1,Taguatinga do Tocantins,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
Dianópolis,ilp - integração lavoura pecuária,pouco degradado,1,Taguatinga do Tocantins,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
Dianópolis,ilpf - integração lavoura pecuária,nao possui degradacao,1,Taguatinga do Tocantins,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
Dianópolis,não usa,nao possui degradacao,2,Taguatinga do Tocantins,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
Dianópolis,plantio direto,degradacao media,1,Taguatinga do Tocantins,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
Dianópolis,plantio direto,nao possui degradacao,4,Taguatinga do Tocantins,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
Dianópolis,plantio direto,pouco degradado,3,Taguatinga do Tocantins,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
Dianópolis,reaproveitamento de residuos,degradacao media,2,Taguatinga do Tocantins,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
Dianópolis,reaproveitamento de residuos,nao possui degradacao,3,Taguatinga do Tocantins,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
Dianópolis,reaproveitamento de residuos,pouco degradado,1,Taguatinga do Tocantins,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
Dianópolis,recuperação de pastagens,degradacao media,1,Taguatinga do Tocantins,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
Dianópolis,recuperação de pastagens,nao possui degradacao,3,Taguatinga do Tocantins,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
Dianópolis,recuperação de pastagens,pouco degradado,1,Taguatinga do Tocantins,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
Dianópolis,rotação de cultura,degradacao media,2,Taguatinga do Tocantins,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
Dianópolis,rotação de cultura,nao possui degradacao,5,Taguatinga do Tocantins,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
Dianópolis,rotação de cultura,pouco degradado,2,Taguatinga do Tocantins,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
Divinópolis do Tocantins,aceiros,nao possui degradacao,10,Paraiso,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Divinópolis do Tocantins,aceiros,pouco degradado,8,Paraiso,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Divinópolis do Tocantins,adubação,degradacao media,1,Paraiso,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Divinópolis do Tocantins,adubação,nao possui degradacao,7,Paraiso,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Divinópolis do Tocantins,adubação,pouco degradado,4,Paraiso,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Divinópolis do Tocantins,calagem,nao possui degradacao,8,Paraiso,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
Divinópolis do Tocantins,calagem,pouco degradado,4,Paraiso,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
Divinópolis do Tocantins,consórcio,nao possui degradacao,2,Paraiso,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
Divinópolis do Tocantins,curva de nível,nao possui degradacao,1,Paraiso,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1
Divinópolis do Tocantins,descarte correto de embalagens,nao possui degradacao,1,Paraiso,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
Divinópolis do Tocantins,descarte correto de embalagens,pouco degradado,1,Paraiso,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
Divinópolis do Tocantins,não usa,nao possui degradacao,1,Paraiso,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
Divinópolis do Tocantins,plantio direto,nao possui degradacao,4,Paraiso,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
Divinópolis do Tocantins,plantio direto,pouco degradado,1,Paraiso,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
Divinópolis do Tocantins,reaproveitamento de residuos,nao possui degradacao,2,Paraiso,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
Divinópolis do Tocantins,reaproveitamento de residuos,pouco degradado,2,Paraiso,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
Divinópolis do Tocantins,recuperação de pastagens,nao possui degradacao,3,Paraiso,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
Divinópolis do Tocantins,recuperação de pastagens,pouco degradado,4,Paraiso,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
Divinópolis do Tocantins,rotação de cultura,nao possui degradacao,1,Paraiso,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
Divinópolis do Tocantins,rotação de cultura,pouco degradado,2,Paraiso,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
Dueré,aceiros,degradacao media,1,Gurupi,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Dueré,aceiros,muito degradado,1,Gurupi,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Dueré,aceiros,pouco degradado,1,Gurupi,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Dueré,adubação,degradacao media,1,Gurupi,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Dueré,adubação,muito degradado,1,Gurupi,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Dueré,adubação,nao possui degradacao,1,Gurupi,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Dueré,adubação,pouco degradado,1,Gurupi,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Dueré,calagem,pouco degradado,1,Gurupi,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
Dueré,não usa,degradacao media,1,Gurupi,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
Esperantina,aceiros,nao possui degradacao,1,Araguatins,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Esperantina,adubação verde,nao possui degradacao,1,Araguatins,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
Esperantina,consórcio,nao possui degradacao,1,Araguatins,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
Esperantina,floresta,nao possui degradacao,1,Araguatins,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
Esperantina,ilp - integração lavoura pecuária,nao possui degradacao,1,Araguatins,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
Esperantina,ilpf - integração lavoura pecuária,nao possui degradacao,1,Araguatins,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
Esperantina,plantio direto,nao possui degradacao,2,Araguatins,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
Esperantina,reaproveitamento de residuos,nao possui degradacao,1,Araguatins,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
Esperantina,recuperação de pastagens,nao possui degradacao,1,Araguatins,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
Esperantina,rotação de cultura,nao possui degradacao,2,Araguatins,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
Figueirópolis,aceiros,nao possui degradacao,3,Gurupi,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
