atividade_produtiva,municipio_ibge,count
Principais produtos comercializados - bezerros,Piraquê,1
Leite) -,Piraquê,1
Avicultura,Piraquê,1
Suinocultura,Piraquê,1
Culturas anuais,Piraquê,1
Bovinocultura de leite,Aliança do Tocantins,1
Mandiocultura,Couto Magalhães,1
Avicultura,Wanderlândia,1
Mandiocultura,Wanderlândia,1
Culturas anuais,Wanderlândia,1
Bovinocultura mista (touro - com características de corte,Xambioá,1
Vaca - cruzada,Xambioá,1
Principais produtos comercializados - bezerros,Xambioá,1
Leite) -,Xambioá,1
Avicultura,Xambioá,1
Suinocultura,Xambioá,1
Mandiocultura,Xambioá,1
Avicultura,Peixe,1
Mandiocultura,Peixe,1
Bovinocultura mista (touro - com características de corte,Dianópolis,1
Vaca - cruzada,Dianópolis,1
Principais produtos comercializados - bezerros,Dianópolis,1
Leite) -,Dianópolis,1
Avicultura,Dianópolis,1
Mandiocultura,Dianópolis,1
Fruticultura,Dianópolis,1
Avicultura,Palmeiras do Tocantins,1
Olericultura,Palmeiras do Tocantins,1
Culturas anuais,Palmeiras do Tocantins,1
Bovinocultura mista (touro - com características de corte,Fátima,1
Vaca - cruzada,Fátima,1
Principais produtos comercializados - bezerros,Fátima,1
Leite) -,Fátima,1
Avicultura,Fátima,1
Pisicultura,Fátima,1
Mandiocultura,Fátima,1
Apicultura,Paraíso do Tocantins,1
Meliponicultura,Paraíso do Tocantins,1
Olericultura,Lajeado,1
Mandiocultura,Figueirópolis,1
Bovinocultura de corte,Silvanópolis,1
Bovinocultura mista (touro - com características de corte,Divinópolis do Tocantins,1
Vaca - cruzada,Divinópolis do Tocantins,1
Principais produtos comercializados - bezerros,Divinópolis do Tocantins,1
Leite) -,Divinópolis do Tocantins,1
Mandiocultura,Divinópolis do Tocantins,1
Culturas anuais,Divinópolis do Tocantins,1
Extrativismo vegetal,Lagoa da Confusão,1
Pesca,Lagoa da Confusão,1
Bovinocultura mista (touro - com características de corte,Paraíso do Tocantins,1
Vaca - cruzada,Paraíso do Tocantins,1
Principais produtos comercializados - bezerros,Paraíso do Tocantins,1
Leite) -,Paraíso do Tocantins,1
Mandiocultura,Paraíso do Tocantins,1
Olericultura,Paraíso do Tocantins,1
Bovinocultura mista (touro - com características de corte,Dianópolis,1
Vaca - cruzada,Dianópolis,1
Principais produtos comercializados - bezerros,Dianópolis,1
Leite) -,Dianópolis,1
Avicultura,Dianópolis,1
Mandiocultura,Dianópolis,1
Mandiocultura,Monte Santo do Tocantins,1
Mandiocultura,Paraíso do Tocantins,1
Olericultura,Paraíso do Tocantins,1
Bovinocultura de corte,Alvorada,1
Bovinocultura mista (touro - com características de corte,Marianópolis do Tocantins,1
Vaca - cruzada,Marianópolis do Tocantins,1
Principais produtos comercializados - bezerros,Marianópolis do Tocantins,1
Leite) -,Marianópolis do Tocantins,1
Avicultura,Marianópolis do Tocantins,1
Suinocultura,Marianópolis do Tocantins,1
Avicultura,Filadélfia,1
Bovinocultura mista (touro - com características de corte,Aragominas,1
Vaca - cruzada,Aragominas,1
Principais produtos comercializados - bezerros,Aragominas,1
Leite) -,Aragominas,1
Avicultura,Aragominas,1
Suinocultura,Aragominas,1
Avicultura,Monte do Carmo,1
Suinocultura,Monte do Carmo,1
Mandiocultura,Monte do Carmo,1
Bovinocultura mista (touro - com características de corte,Aliança do Tocantins,1
Vaca - cruzada,Aliança do Tocantins,1
Principais produtos comercializados - bezerros,Aliança do Tocantins,1
Leite) -,Aliança do Tocantins,1
Avicultura,Aliança do Tocantins,1
Olericultura,Aliança do Tocantins,1
Avicultura,Chapada de Areia,1
Olericultura,Paraíso do Tocantins,1
Mandiocultura,Monte Santo do Tocantins,1
Bovinocultura mista (touro - com características de corte,Marianópolis do Tocantins,1
Vaca - cruzada,Marianópolis do Tocantins,1
Principais produtos comercializados - bezerros,Marianópolis do Tocantins,1
Leite) -,Marianópolis do Tocantins,1
Mandiocultura,Marianópolis do Tocantins,1
Bovinocultura de corte,Divinópolis do Tocantins,1
Avicultura,Carmolândia,1
Mandiocultura,Carmolândia,1
Olericultura,Carmolândia,1
Avicultura,Porto Nacional,1
Suinocultura,Porto Nacional,1
Olericultura,Porto Nacional,1
Bovinocultura de corte,Sucupira,1
Mandiocultura,Pedro Afonso,1
Bovinocultura mista (touro - com características de corte,Paraíso do Tocantins,1
Vaca - cruzada,Paraíso do Tocantins,1
Principais produtos comercializados - bezerros,Paraíso do Tocantins,1
Leite) -,Paraíso do Tocantins,1
Avicultura,Paraíso do Tocantins,1
Avicultura,Piraquê,1
Mandiocultura,Piraquê,1
Olericultura,Piraquê,1
Bovinocultura mista (touro - com características de corte,Aragominas,1
Vaca - cruzada,Aragominas,1
Principais produtos comercializados - bezerros,Aragominas,1
Leite) -,Aragominas,1
Avicultura,Aragominas,1
Avicultura,Wanderlândia,1
Mandiocultura,Wanderlândia,1
Olericultura,Wanderlândia,1
Bovinocultura de corte,Figueirópolis,1
Avicultura,Figueirópolis,1
Mandiocultura,Figueirópolis,1
Culturas anuais,Figueirópolis,1
Avicultura,Esperantina,1
Mandiocultura,Esperantina,1
Olericultura,Esperantina,1
Bovinocultura de corte,Paraíso do Tocantins,1
Bovinocultura mista (touro - com características de corte,Paraíso do Tocantins,1
Vaca - cruzada,Paraíso do Tocantins,1
Principais produtos comercializados - bezerros,Paraíso do Tocantins,1
Leite) -,Paraíso do Tocantins,1
Avicultura,Palmeiras do Tocantins,1
Mandiocultura,Palmeiras do Tocantins,1
Olericultura,Palmeiras do Tocantins,1
Bovinocultura mista (touro - com características de corte,Palmeiras do Tocantins,1
Vaca - cruzada,Palmeiras do Tocantins,1
Principais produtos comercializados - bezerros,Palmeiras do Tocantins,1
Leite) -,Palmeiras do Tocantins,1
Culturas anuais,Palmeiras do Tocantins,1
Bovinocultura de corte,darcinópolis,1
Avicultura,darcinópolis,1
Mandiocultura,darcinópolis,1
Culturas anuais,darcinópolis,1
Bovinocultura de corte,Palmeiras do Tocantins,1
Avicultura,Palmeiras do Tocantins,1
Avicultura,Miranorte,1
Suinocultura,Miranorte,1
Mandiocultura,Miranorte,1
Bovinocultura mista (touro - com características de corte,Miranorte,1
Vaca - cruzada,Miranorte,1
Principais produtos comercializados - bezerros,Miranorte,1
Leite) -,Miranorte,1
Avicultura,Miranorte,1
Suinocultura,Miranorte,1
Avicultura,Almas,1
Suinocultura,Almas,1
Mandiocultura,Almas,1
Bovinocultura mista (touro - com características de corte,Monte Santo do Tocantins,1
Vaca - cruzada,Monte Santo do Tocantins,1
Principais produtos comercializados - bezerros,Monte Santo do Tocantins,1
Leite) -,Monte Santo do Tocantins,1
Avicultura,Monte Santo do Tocantins,1
Mandiocultura,Monte Santo do Tocantins,1
Bovinocultura de leite,Axixá do Tocantins,1
Culturas anuais,Axixá do Tocantins,1
Bovinocultura mista (touro - com características de corte,Miranorte,1
Vaca - cruzada,Miranorte,1
Principais produtos comercializados - bezerros,Miranorte,1
Leite) -,Miranorte,1
Avicultura,Miranorte,1
Suinocultura,Miranorte,1
Bovinocultura de corte,Paranã,1
Culturas anuais,Paranã,1
Bovinocultura mista (touro - com características de corte,Miranorte,1
Vaca - cruzada,Miranorte,1
Principais produtos comercializados - bezerros,Miranorte,1
Leite) -,Miranorte,1
Avicultura,Miranorte,1
Mandiocultura,Miranorte,1
Avicultura,Filadélfia,1
Pisicultura,Filadélfia,1
Culturas anuais,Filadélfia,1
Bovinocultura mista (touro - com características de corte,Marianópolis do Tocantins,1
Vaca - cruzada,Marianópolis do Tocantins,1
Principais produtos comercializados - bezerros,Marianópolis do Tocantins,1
Leite) -,Marianópolis do Tocantins,1
Suinocultura,Marianópolis do Tocantins,1
Olericultura,Marianópolis do Tocantins,1
Apicultura,São Bento do Tocantins,1
Meliponicultura,São Bento do Tocantins,1
Mandiocultura,São Bento do Tocantins,1
Avicultura,Araguatins,1
Fruticultura,Araguatins,1
Culturas anuais,Araguatins,1
Avicultura,Araguaína,1
Olericultura,Araguaína,1
Culturas anuais,Araguaína,1
Bovinocultura mista (touro - com características de corte,Pedro Afonso,1
Vaca - cruzada,Pedro Afonso,1
Principais produtos comercializados - bezerros,Pedro Afonso,1
Leite) -,Pedro Afonso,1
Avicultura,Pedro Afonso,1
Ovinocaprinocultura,Pedro Afonso,1
Bovinocultura de corte,Miranorte,1
Bovinocultura mista (touro - com características de corte,Miranorte,1
Vaca - cruzada,Miranorte,1
Principais produtos comercializados - bezerros,Miranorte,1
Leite) -,Miranorte,1
Avicultura,Miranorte,1
Bovinocultura mista (touro - com características de corte,Xambioá,1
Vaca - cruzada,Xambioá,1
Principais produtos comercializados - bezerros,Xambioá,1
Leite) -,Xambioá,1
Avicultura,Xambioá,1
Pisicultura,Xambioá,1
Olericultura,Xambioá,1
Mandiocultura,Dianópolis,1
Fruticultura,Dianópolis,1
Olericultura,Dianópolis,1
Bovinocultura mista (touro - com características de corte,Marianópolis do Tocantins,1
Vaca - cruzada,Marianópolis do Tocantins,1
Principais produtos comercializados - bezerros,Marianópolis do Tocantins,1
Leite) -,Marianópolis do Tocantins,1
Avicultura,Marianópolis do Tocantins,1
Suinocultura,Marianópolis do Tocantins,1
Olericultura,Marianópolis do Tocantins,1
Avicultura,Babaçulândia,1
Mandiocultura,Babaçulândia,1
Culturas anuais,Babaçulândia,1
Bovinocultura de corte,Tocantínia,1
Bovinocultura mista (touro - com características de corte,Piraquê,1
Vaca - cruzada,Piraquê,1
Principais produtos comercializados - bezerros,Piraquê,1
Leite) -,Piraquê,1
Avicultura,Piraquê,1
Olericultura,Piraquê,1
Culturas anuais,Piraquê,1
Bovinocultura mista (touro - com características de corte,Almas,1
Vaca - cruzada,Almas,1
Principais produtos comercializados - bezerros,Almas,1
Leite) -,Almas,1
Avicultura,Almas,1
Suinocultura,Almas,1
Mandiocultura,Almas,1
Avicultura,Angico,1
Mandiocultura,Angico,1
Culturas anuais,Angico,1
Bovinocultura de corte,Divinópolis do Tocantins,1
Avicultura,Divinópolis do Tocantins,1
Mandiocultura,Divinópolis do Tocantins,1
Culturas anuais,Divinópolis do Tocantins,1
Avicultura,Marianópolis do Tocantins,1
Mandiocultura,Marianópolis do Tocantins,1
Culturas anuais,Marianópolis do Tocantins,1
Bovinocultura mista (touro - com características de corte,Babaçulândia,1
Vaca - cruzada,Babaçulândia,1
Principais produtos comercializados - bezerros,Babaçulândia,1
Leite) -,Babaçulândia,1
Avicultura,Babaçulândia,1
Mandiocultura,Babaçulândia,1
Culturas anuais,Babaçulândia,1
Mandiocultura,Lagoa da Confusão,1
Extrativismo vegetal,Lagoa da Confusão,1
Pesca,Lagoa da Confusão,1
Bovinocultura de corte,Caseara,1
Avicultura,Caseara,1
Turismo,Caseara,1
Bovinocultura de corte,Paranã,1
Ovinocaprinocultura,Paranã,1
Bovinocultura de corte,Pium,1
Bovinocultura mista (touro - com características de corte,Pium,1
Vaca - cruzada,Pium,1
Principais produtos comercializados - bezerros,Pium,1
Leite) -,Pium,1
Avicultura,Pium,1
Pisicultura,Pium,1
Bovinocultura mista (touro - com características de corte,Piraquê,1
Vaca - cruzada,Piraquê,1
Principais produtos comercializados - bezerros,Piraquê,1
Leite) -,Piraquê,1
Avicultura,Piraquê,1
Pisicultura,Piraquê,1
Mandiocultura,Piraquê,1
Olericultura,Piraquê,1
Bovinocultura mista (touro - com características de corte,Piraquê,1
Vaca - cruzada,Piraquê,1
Principais produtos comercializados - bezerros,Piraquê,1
Leite) -,Piraquê,1
Avicultura,Piraquê,1
Suinocultura,Piraquê,1
Mandiocultura,Piraquê,1
Olericultura,Piraquê,1
Mandiocultura,Wanderlândia,1
Olericultura,Wanderlândia,1
Culturas anuais,Wanderlândia,1
Bovinocultura mista (touro - com características de corte,Piraquê,1
Vaca - cruzada,Piraquê,1
Principais produtos comercializados - bezerros,Piraquê,1
Leite) -,Piraquê,1
Avicultura,Piraquê,1
Suinocultura,Piraquê,1
Olericultura,Piraquê,1
Culturas anuais,Piraquê,1
Bovinocultura de corte,Araguaçu,1
Avicultura,Araguaçu,1
Apicultura,Araguaçu,1
Bovinocultura de corte,Xambioá,1
Bovinocultura mista (touro - com características de corte,Xambioá,1
Vaca - cruzada,Xambioá,1
Principais produtos comercializados - bezerros,Xambioá,1
Leite) -,Xambioá,1
Avicultura,Xambioá,1
Suinocultura,Xambioá,1
Mandiocultura,Xambioá,1
Bovinocultura de corte,Muricilândia,1
Bovinocultura de leite,Muricilândia,1
Bovinocultura mista (touro - com características de corte,Praia Norte,1
Vaca - cruzada,Praia Norte,1
Principais produtos comercializados - bezerros,Praia Norte,1
Leite) -,Praia Norte,1
Avicultura,Praia Norte,1
Suinocultura,Praia Norte,1
Mandiocultura,Praia Norte,1
Culturas anuais,Praia Norte,1
Bovinocultura mista (touro - com características de corte,Angico,1
Vaca - cruzada,Angico,1
Principais produtos comercializados - bezerros,Angico,1
Leite) -,Angico,1
Avicultura,Angico,1
Suinocultura,Angico,1
Mandiocultura,Angico,1
Olericultura,Angico,1
Culturas anuais,Angico,1
Bovinocultura mista (touro - com características de corte,Novo Acordo,1
Vaca - cruzada,Novo Acordo,1
Principais produtos comercializados - bezerros,Novo Acordo,1
Leite) -,Novo Acordo,1
Avicultura,Novo Acordo,1
Suinocultura,Novo Acordo,1
Mandiocultura,Novo Acordo,1
Extrativismo vegetal,Novo Acordo,1
Bovinocultura de corte,Guaraí,1
Bovinocultura de leite,Guaraí,1
Bovinocultura de corte,Chapada de Areia,1
Mandiocultura,Chapada de Areia,1
Fruticultura,Chapada de Areia,1
Olericultura,Chapada de Areia,1
Apicultura,Araguaçu,1
Meliponicultura,Araguaçu,1
Mandiocultura,Araguaçu,1
Cana,Araguaçu,1
Bovinocultura de leite,Alvorada,1
Avicultura,Alvorada,1
Pisicultura,Alvorada,1
Fruticultura,Miranorte,1
Bovinocultura de corte,Ananás,1
Avicultura,Ananás,1
Suinocultura,Ananás,1
Culturas anuais,Ananás,1
Bovinocultura de corte,Monte Santo do Tocantins,1
Avicultura,Monte Santo do Tocantins,1
Bovinocultura de corte,Nova Olinda,1
Bovinocultura de leite,Nova Olinda,1
Mandiocultura,Nova Olinda,1
Fruticultura,Nova Olinda,1
Olericultura,Nova Olinda,1
Culturas anuais,Nova Olinda,1
Extrativismo vegetal,Nova Olinda,1
Bovinocultura de corte,Miranorte,1
Fruticultura,Tocantínia,1
Bovinocultura de leite,Riachinho,1
Avicultura,Riachinho,1
Suinocultura,Riachinho,1
Culturas anuais,Riachinho,1
Viveiro de mudas,Porto Nacional,1
Apicultura,Esperantina,1
Meliponicultura,Esperantina,1
Avicultura,Bom Jesus do Tocantins,1
Pisicultura,Bom Jesus do Tocantins,1
Bovinocultura de corte,Nova Rosalândia,1
Avicultura,Nova Rosalândia,1
Olericultura,Nova Rosalândia,1
Avicultura,Araguaína,1
Mandiocultura,Araguaína,1
Bovinocultura de corte,Gurupi,1
Avicultura,Gurupi,1
Olericultura,Gurupi,1
Fruticultura,Rio da Conceição,1
Olericultura,Rio da Conceição,1
Bovinocultura de corte,Alvorada,1
Avicultura,Alvorada,1
Suinocultura,Alvorada,1
Bovinocultura de corte,Ipueiras,1
Avicultura,Ipueiras,1
Suinocultura,Ipueiras,1
Bovinocultura de leite,Rio Sono,1
Fruticultura,Rio Sono,1
Avicultura,Caseara,1
Suinocultura,Caseara,1
Mandiocultura,Caseara,1
Fruticultura,Caseara,1
Culturas anuais,Caseara,1
Extrativismo vegetal,Caseara,1
Bovinocultura de corte,Goiatins,1
Avicultura,Goiatins,1
Mandiocultura,Axixá do Tocantins,1
Bovinocultura de corte,Rio Sono,1
Mandiocultura,Rio Sono,1
Bovinocultura de corte,Araguatins,1
Bovinocultura de leite,Araguatins,1
Bovinocultura mista (touro - com características de corte,Araguatins,1
Vaca - cruzada,Araguatins,1
Principais produtos comercializados - bezerros,Araguatins,1
Leite) -,Araguatins,1
Avicultura,Araguatins,1
Pisicultura,Araguatins,1
Mandiocultura,Araguatins,1
Fruticultura,Araguatins,1
Olericultura,Araguatins,1
Culturas anuais,Araguatins,1
Extrativismo vegetal,Araguatins,1
Bovinocultura de corte,Araguaçu,1
Avicultura,Araguaçu,1
Suinocultura,Araguaçu,1
Avicultura,Tocantínia,1
Mandiocultura,Tocantínia,1
Fruticultura,Tocantínia,1
Avicultura,Aurora do Tocantins,1
Mandiocultura,Aurora do Tocantins,1
Fruticultura,Aurora do Tocantins,1
Avicultura,Miranorte,1
Suinocultura,Miranorte,1
Fruticultura,Miranorte,1
Bovinocultura de corte,Caseara,1
Avicultura,Caseara,1
Suinocultura,Caseara,1
Bovinocultura de corte,Dianópolis,1
Avicultura,Dianópolis,1
Suinocultura,Dianópolis,1
Mandiocultura,Dianópolis,1
Fruticultura,Dianópolis,1
Bovinocultura de corte,Dueré,1
Avicultura,Dueré,1
Suinocultura,Dueré,1
Bovinocultura de corte,Paraíso do Tocantins,1
Avicultura,Paraíso do Tocantins,1
Suinocultura,Paraíso do Tocantins,1
Mandiocultura,Paraíso do Tocantins,1
Avicultura,Paraíso do Tocantins,1
Olericultura,Paraíso do Tocantins,1
Extrativismo vegetal,Paraíso do Tocantins,1
Bovinocultura de corte,Marianópolis do Tocantins,1
Avicultura,Marianópolis do Tocantins,1
Suinocultura,Marianópolis do Tocantins,1
Bovinocultura de corte,Divinópolis do Tocantins,1
Avicultura,Divinópolis do Tocantins,1
Fruticultura,Divinópolis do Tocantins,1
Fruticultura,Palmeiras do Tocantins,1
Olericultura,Palmeiras do Tocantins,1
Culturas anuais,Palmeiras do Tocantins,1
Avicultura,Pedro Afonso,1
Fruticultura,Pedro Afonso,1
Extrativismo vegetal,Pedro Afonso,1
Bovinocultura de leite,Filadélfia,1
Avicultura,Filadélfia,1
Olericultura,Filadélfia,1
Bovinocultura de corte,dois Irmãos do Tocantins,1
Avicultura,dois Irmãos do Tocantins,1
Mandiocultura,dois Irmãos do Tocantins,1
Bovinocultura de corte,Cristalândia,1
Avicultura,Cristalândia,1
Bovinocultura de corte,Colméia,1
Fruticultura,Colméia,1
Olericultura,Colméia,1
Bovinocultura de leite,Miranorte,1
Avicultura,Miranorte,1
Mandiocultura,Miranorte,1
Avicultura,Monte do Carmo,1
Culturas anuais,Monte do Carmo,1
Extrativismo vegetal,Monte do Carmo,1
Mandiocultura,Caseara,1
Fruticultura,Caseara,1
Extrativismo vegetal,Caseara,1
Bovinocultura de leite,Palmeirópolis,1
Avicultura,Palmeirópolis,1
Mandiocultura,Palmeirópolis,1
Bovinocultura de corte,Cristalândia,1
Avicultura,Cristalândia,1
Bovinocultura de leite,Palmeiras do Tocantins,1
Pisicultura,Palmeiras do Tocantins,1
Culturas anuais,Palmeiras do Tocantins,1
Bovinocultura de leite,Filadélfia,1
Avicultura,Filadélfia,1
Culturas anuais,Filadélfia,1
Avicultura,Caseara,1
Suinocultura,Caseara,1
Mandiocultura,Caseara,1
Fruticultura,Caseara,1
Bovinocultura de corte,Monte Santo do Tocantins,1
Avicultura,Monte Santo do Tocantins,1
Mandiocultura,Monte Santo do Tocantins,1
Avicultura,darcinópolis,1
Fruticultura,darcinópolis,1
Olericultura,darcinópolis,1
Culturas anuais,darcinópolis,1
Avicultura,Paraíso do Tocantins,1
Pisicultura,Paraíso do Tocantins,1
Mandiocultura,Paraíso do Tocantins,1
Olericultura,Paraíso do Tocantins,1
Avicultura,Nova Rosalândia,1
Mandiocultura,Nova Rosalândia,1
Fruticultura,Nova Rosalândia,1
Olericultura,Nova Rosalândia,1
Pisicultura,Palmeiras do Tocantins,1
Mandiocultura,Palmeiras do Tocantins,1
Fruticultura,Palmeiras do Tocantins,1
Olericultura,Palmeiras do Tocantins,1
Bovinocultura de corte,Pium,1
Avicultura,Pium,1
Mandiocultura,Pium,1
Avicultura,Crixás do Tocantins,1
Suinocultura,Crixás do Tocantins,1
Fruticultura,Crixás do Tocantins,1
Culturas anuais,Crixás do Tocantins,1
Bovinocultura de corte,dois Irmãos do Tocantins,1
Avicultura,dois Irmãos do Tocantins,1
Mandiocultura,dois Irmãos do Tocantins,1
Bovinocultura de corte,Miranorte,1
Avicultura,Miranorte,1
Mandiocultura,Miranorte,1
Bovinocultura de corte,Cristalândia,1
Avicultura,Cristalândia,1
Mandiocultura,Cristalândia,1
Avicultura,Pedro Afonso,1
Mandiocultura,Pedro Afonso,1
Fruticultura,Pedro Afonso,1
Culturas anuais,Pedro Afonso,1
Bovinocultura de corte,Pium,1
Avicultura,Pium,1
Mandiocultura,Pium,1
Bovinocultura de leite,Araguanã,1
Avicultura,Araguanã,1
Mandiocultura,Araguanã,1
Milho,Araguanã,1
Bovinocultura de corte,Ipueiras,1
Avicultura,Ipueiras,1
Mandiocultura,Ipueiras,1
Bovinocultura de corte,Ipueiras,1
Avicultura,Ipueiras,1
Suinocultura,Ipueiras,1
Mandiocultura,Ipueiras,1
Bovinocultura de corte,Rio Sono,1
Avicultura,Rio Sono,1
Mandiocultura,Rio Sono,1
Bovinocultura de corte,Rio dos Bois,1
Avicultura,Rio dos Bois,1
Mandiocultura,Rio dos Bois,1
Bovinocultura de corte,Marianópolis do Tocantins,1
Avicultura,Marianópolis do Tocantins,1
Mandiocultura,Marianópolis do Tocantins,1
Bovinocultura de corte,Dianópolis,1
Avicultura,Dianópolis,1
Suinocultura,Dianópolis,1
Fruticultura,Dianópolis,1
Bovinocultura de leite,Rio dos Bois,1
Avicultura,Rio dos Bois,1
Mandiocultura,Rio dos Bois,1
Fruticultura,Rio dos Bois,1
Bovinocultura de leite,Ananás,1
Avicultura,Ananás,1
Suinocultura,Ananás,1
Mandiocultura,Ananás,1
Bovinocultura de corte,Paranã,1
Avicultura,Paranã,1
Mandiocultura,Paranã,1
Bovinocultura de corte,Cristalândia,1
Avicultura,Cristalândia,1
Mandiocultura,Cristalândia,1
Olericultura,Cristalândia,1
Bovinocultura de corte,Pium,1
Avicultura,Pium,1
Suinocultura,Pium,1
Mandiocultura,Pium,1
Avicultura,Paraíso do Tocantins,1
Suinocultura,Paraíso do Tocantins,1
Pisicultura,Paraíso do Tocantins,1
Mandiocultura,Paraíso do Tocantins,1
Olericultura,Paraíso do Tocantins,1
Avicultura,Itaguatins,1
Suinocultura,Itaguatins,1
Pisicultura,Itaguatins,1
Olericultura,Itaguatins,1
Bovinocultura de corte,dois Irmãos do Tocantins,1
Mandiocultura,dois Irmãos do Tocantins,1
Extrativismo vegetal,dois Irmãos do Tocantins,1
Cupuaçu,dois Irmãos do Tocantins,1
Bovinocultura de corte,Filadélfia,1
Avicultura,Filadélfia,1
Culturas anuais,Filadélfia,1
Avicultura,Tupirama,1
Mandiocultura,Tupirama,1
Fruticultura,Tupirama,1
Olericultura,Tupirama,1
Culturas anuais,Tupirama,1
Bovinocultura de corte,Nova Olinda,1
Avicultura,Nova Olinda,1
Suinocultura,Nova Olinda,1
Fruticultura,Nova Olinda,1
Olericultura,Nova Olinda,1
Avicultura,Santa Maria do Tocantins,1
Suinocultura,Santa Maria do Tocantins,1
Mandiocultura,Santa Maria do Tocantins,1
Fruticultura,Santa Maria do Tocantins,1
Culturas anuais,Santa Maria do Tocantins,1
Bovinocultura de corte,Paranã,1
Avicultura,Paranã,1
Culturas anuais,Paranã,1
Bovinocultura de corte,Figueirópolis,1
Mandiocultura,Figueirópolis,1
Olericultura,Figueirópolis,1
Bovinocultura mista (touro - com características de corte,Santa Terezinha do Tocantins,1
Vaca - cruzada,Santa Terezinha do Tocantins,1
Principais produtos comercializados - bezerros,Santa Terezinha do Tocantins,1
Leite) -,Santa Terezinha do Tocantins,1
Bovinocultura de corte,Silvanópolis,1
Avicultura,Silvanópolis,1
Suinocultura,Silvanópolis,1
Mandiocultura,Silvanópolis,1
Bovinocultura de leite,Ananás,1
Avicultura,Ananás,1
Suinocultura,Ananás,1
Mandiocultura,Ananás,1
Fruticultura,Ananás,1
Bovinocultura de corte,Araguanã,1
Avicultura,Araguanã,1
Mandiocultura,Araguanã,1
Fruticultura,Araguanã,1
Olericultura,Araguanã,1
Avicultura,Wanderlândia,1
Pisicultura,Wanderlândia,1
Mandiocultura,Wanderlândia,1
Olericultura,Wanderlândia,1
Bovinocultura de corte,Santa Fé do Araguaia,1
Avicultura,Santa Fé do Araguaia,1
Suinocultura,Santa Fé do Araguaia,1
Mandiocultura,Santa Fé do Araguaia,1
Fruticultura,Santa Fé do Araguaia,1
Avicultura,Angico,1
Mandiocultura,Angico,1
Fruticultura,Angico,1
Olericultura,Angico,1
Avicultura,Babaçulândia,1
Suinocultura,Babaçulândia,1
Mandiocultura,Babaçulândia,1
Olericultura,Babaçulândia,1
Avicultura,Carmolândia,1
Suinocultura,Carmolândia,1
Mandiocultura,Carmolândia,1
Olericultura,Carmolândia,1
Bovinocultura de corte,Pugmil,1
Apicultura,Pugmil,1
Meliponicultura,Pugmil,1
Pisicultura,Pugmil,1
Culturas anuais,Pugmil,1
Bovinocultura de corte,Cristalândia,1
Olericultura,Cristalândia,1
Culturas anuais,Cristalândia,1
Avicultura,dois Irmãos do Tocantins,1
Suinocultura,dois Irmãos do Tocantins,1
Pisicultura,dois Irmãos do Tocantins,1
Mandiocultura,dois Irmãos do Tocantins,1
Fruticultura,dois Irmãos do Tocantins,1
Culturas anuais,dois Irmãos do Tocantins,1
Bovinocultura de corte,Porto Alegre do Tocantins,1
Mandiocultura,Porto Alegre do Tocantins,1
Culturas anuais,Porto Alegre do Tocantins,1
Bovinocultura de corte,Dianópolis,1
Mandiocultura,Dianópolis,1
Fruticultura,Dianópolis,1
Olericultura,Dianópolis,1
Extrativismo vegetal,Dianópolis,1
Avicultura,Luzinópolis,1
Fruticultura,Luzinópolis,1
Olericultura,Luzinópolis,1
Culturas anuais,Luzinópolis,1
Avicultura,Araguaçu,1
Suinocultura,Araguaçu,1
Olericultura,Araguaçu,1
Culturas anuais,Araguaçu,1
Bovinocultura de corte,Almas,1
Avicultura,Almas,1
Ovinocaprinocultura,Almas,1
Avicultura,Bandeirantes do Tocantins,1
Suinocultura,Bandeirantes do Tocantins,1
Mandiocultura,Bandeirantes do Tocantins,1
Olericultura,Bandeirantes do Tocantins,1
Culturas anuais,Bandeirantes do Tocantins,1
Extrativismo vegetal,Bandeirantes do Tocantins,1
Bovinocultura de corte,Muricilândia,1
Bovinocultura de leite,Muricilândia,1
Avicultura,Muricilândia,1
Ovinocaprinocultura,Muricilândia,1
Fruticultura,Muricilândia,1
Bovinocultura de leite,Dianópolis,1
Avicultura,Dianópolis,1
Mandiocultura,Dianópolis,1
Fruticultura,Dianópolis,1
Olericultura,Dianópolis,1
Culturas anuais,Dianópolis,1
Avicultura,Xambioá,1
Mandiocultura,Xambioá,1
Olericultura,Xambioá,1
Culturas anuais,Xambioá,1
Bovinocultura de leite,Axixá do Tocantins,1
Avicultura,Axixá do Tocantins,1
Suinocultura,Axixá do Tocantins,1
Mandiocultura,Axixá do Tocantins,1
Avicultura,Monte do Carmo,1
Suinocultura,Monte do Carmo,1
Mandiocultura,Monte do Carmo,1
Culturas anuais,Monte do Carmo,1
Bovinocultura de corte,Pium,1
Bovinocultura de leite,Pium,1
Avicultura,Pium,1
Fruticultura,Pium,1
Culturas anuais,Pium,1
Extrativismo vegetal,Pium,1
Avicultura,Araguaína,1
Suinocultura,Araguaína,1
Mandiocultura,Araguaína,1
Culturas anuais,Araguaína,1
Bovinocultura de corte,,1
Bovinocultura de leite,,1
Apicultura,,1
Meliponicultura,,1
Mandiocultura,,1
Fruticultura,,1
Culturas anuais,,1
Bovinocultura de leite,Araguanã,1
Pisicultura,Araguanã,1
Mandiocultura,Araguanã,1
Milho,Araguanã,1
Bovinocultura mista (touro - com características de corte,Dianópolis,1
Vaca - cruzada,Dianópolis,1
Principais produtos comercializados - bezerros,Dianópolis,1
Leite) -,Dianópolis,1
