uso_de_praticas_convencionais,qual_o_nivel_de_degradacao_que_predomina_nas_pastagens_,municipio_ibge,count
Uso de agrotóxicos,Pouco degradado,dois Irmãos do Tocantins,1
Plantio convencional,,Aguiarnópolis,1
Uso de agrotóxicos,,Aguiarnópolis,1
Plantio convencional,Pouco degradado,Gurupi,1
Aração,Pouco degradado,Gurupi,1
Gradagem,Pouco degradado,Gurupi,1
Aração,Degradação Média,Xambioá,1
Gradagem,Degradação Média,Xambioá,1
Uso de agrotóxicos,Degradação Média,Xambioá,1
Roça de toco,Não possui degradação,Nova Olinda,1
Aração,Não possui degradação,Nova Olinda,1
Gradagem,Não possui degradação,Nova Olinda,1
Uso de agrotóxicos,Não possui degradação,Nova Olinda,1
Não usa,Pouco degradado,Rio da Conceição,1
Aração,Degradação Média,dois Irmãos do Tocantins,1
Gradagem,Degradação Média,dois Irmãos do Tocantins,1
Uso de agrotóxicos,Degradação Média,dois Irmãos do Tocantins,1
Aração,Degradação Média,Cristalândia,1
Gradagem,Degradação Média,Cristalândia,1
Aração,Pouco degradado,Cristalândia,1
Gradagem,Pouco degradado,Cristalândia,1
Aração,Pouco degradado,Chapada da Natividade,1
Gradagem,Pouco degradado,Chapada da Natividade,1
Uso de agrotóxicos,Pouco degradado,Chapada da Natividade,1
Roça de toco,Pouco degradado,dois Irmãos do Tocantins,1
Uso de agrotóxicos,Pouco degradado,dois Irmãos do Tocantins,1
Aração,,Palmeiras do Tocantins,1
Gradagem,,Palmeiras do Tocantins,1
Uso de agrotóxicos,,Palmeiras do Tocantins,1
Monocultura,,Esperantina,1
Não usa,,Esperantina,1
Roça de toco,,Esperantina,1
Plantio convencional,Pouco degradado,Filadélfia,1
Aração,Pouco degradado,Filadélfia,1
Gradagem,Pouco degradado,Filadélfia,1
Uso de agrotóxicos,Pouco degradado,Filadélfia,1
Aração,Pouco degradado,Nova Olinda,1
Gradagem,Pouco degradado,Nova Olinda,1
Pastagem nativa,Pouco degradado,Nova Olinda,1
Roça de toco,Não possui degradação,Nova Olinda,1
Aração,Não possui degradação,Nova Olinda,1
Gradagem,Não possui degradação,Nova Olinda,1
Uso de agrotóxicos,Não possui degradação,Nova Olinda,1
Plantio convencional,Degradação Média,Dueré,1
Plantio convencional,Pouco degradado,Miracema do Tocantins,1
Uso de agrotóxicos,Pouco degradado,Miracema do Tocantins,1
Plantio convencional,Pouco degradado,Axixá do Tocantins,1
Aração,Pouco degradado,Axixá do Tocantins,1
Gradagem,Pouco degradado,Axixá do Tocantins,1
Uso de agrotóxicos,Pouco degradado,Axixá do Tocantins,1
Plantio convencional,,Filadélfia,1
Aração,Não possui degradação,Miranorte,1
Gradagem,Não possui degradação,Miranorte,1
Uso de agrotóxicos,Não possui degradação,Miranorte,1
Plantio convencional,Degradação Média,Nova Rosalândia,1
Aração,Degradação Média,Nova Rosalândia,1
Gradagem,Degradação Média,Nova Rosalândia,1
Pastagem nativa,Degradação Média,Nova Rosalândia,1
Plantio convencional,Degradação Média,Filadélfia,1
Aração,Degradação Média,Filadélfia,1
Gradagem,Degradação Média,Filadélfia,1
Monocultura,Degradação Média,Filadélfia,1
Plantio convencional,Pouco degradado,Colméia,1
Roça de toco,,Nova Olinda,1
Plantio convencional,,Nova Olinda,1
Aração,,Nova Olinda,1
Gradagem,,Nova Olinda,1
Queimadas,,Nova Olinda,1
Pastagem nativa,,Nova Olinda,1
Monocultura,,Nova Olinda,1
Plantio convencional,Degradação Média,Dueré,1
Aração,Degradação Média,Dueré,1
Gradagem,Degradação Média,Dueré,1
Plantio convencional,Pouco degradado,Monte Santo do Tocantins,1
Pastagem nativa,Pouco degradado,Monte Santo do Tocantins,1
Aração,Pouco degradado,Sucupira,1
Gradagem,Pouco degradado,Sucupira,1
Plantio convencional,Não possui degradação,Gurupi,1
Aração,Não possui degradação,Gurupi,1
Gradagem,Não possui degradação,Gurupi,1
Uso de agrotóxicos,Não possui degradação,Gurupi,1
Aração,Não possui degradação,Guaraí,1
Gradagem,Não possui degradação,Guaraí,1
Uso de agrotóxicos,Não possui degradação,Guaraí,1
Aração,Pouco degradado,Colméia,1
Gradagem,Pouco degradado,Colméia,1
Queimadas,Pouco degradado,Colméia,1
Uso de agrotóxicos,Pouco degradado,Colméia,1
Aração,Não possui degradação,Guaraí,1
Gradagem,Não possui degradação,Guaraí,1
Aração,Não possui degradação,Cristalândia,1
Gradagem,Não possui degradação,Cristalândia,1
Aração,Pouco degradado,Ananás,1
Gradagem,Pouco degradado,Ananás,1
Aração,Não possui degradação,Sucupira,1
Gradagem,Não possui degradação,Sucupira,1
Pastagem nativa,Não possui degradação,Sucupira,1
Aração,Não possui degradação,Divinópolis do Tocantins,1
Gradagem,Não possui degradação,Divinópolis do Tocantins,1
Pastagem nativa,Não possui degradação,Divinópolis do Tocantins,1
Plantio convencional,Não possui degradação,Dianópolis,1
Aração,Não possui degradação,Dianópolis,1
Gradagem,Não possui degradação,Dianópolis,1
Uso de agrotóxicos,Não possui degradação,Dianópolis,1
Aração,Degradação Média,Araguaçu,1
Gradagem,Degradação Média,Araguaçu,1
Monocultura,Degradação Média,Araguaçu,1
Aração,,Porto Alegre do Tocantins,1
Gradagem,,Porto Alegre do Tocantins,1
Plantio convencional,,Monte Santo do Tocantins,1
Plantio convencional,,Palmeiras do Tocantins,1
Uso de agrotóxicos,,Palmeiras do Tocantins,1
Roça de toco,,Gurupi,1
Aração,Não possui degradação,Caseara,1
Gradagem,Não possui degradação,Caseara,1
Plantio convencional,Pouco degradado,Axixá do Tocantins,1
Uso de agrotóxicos,Pouco degradado,Axixá do Tocantins,1
Roça de toco,,Xambioá,1
Plantio convencional,,Xambioá,1
Pastagem nativa,,Xambioá,1
Uso de agrotóxicos,,Xambioá,1
Aração,,Dianópolis,1
Gradagem,,Dianópolis,1
Plantio convencional,,Dianópolis,1
Aração,,Dianópolis,1
Gradagem,,Dianópolis,1
Uso de agrotóxicos,,Dianópolis,1
Plantio convencional,,Novo Jardim,1
Roça de toco,,Babaçulândia,1
Plantio convencional,,Babaçulândia,1
Aração,,Babaçulândia,1
Gradagem,,Babaçulândia,1
Pastagem nativa,,Babaçulândia,1
Roça de toco,Pouco degradado,Guaraí,1
Plantio convencional,Pouco degradado,Guaraí,1
Pastagem nativa,Pouco degradado,Guaraí,1
Uso de agrotóxicos,Pouco degradado,Guaraí,1
Plantio convencional,Pouco degradado,Itaguatins,1
Aração,Pouco degradado,Itaguatins,1
Gradagem,Pouco degradado,Itaguatins,1
Uso de agrotóxicos,Pouco degradado,Itaguatins,1
Roça de toco,Não possui degradação,Dianópolis,1
Aração,Não possui degradação,Dianópolis,1
Gradagem,Não possui degradação,Dianópolis,1
Pastagem nativa,Não possui degradação,Dianópolis,1
Não usa,Pouco degradado,Aliança do Tocantins,1
Plantio convencional,Pouco degradado,dois Irmãos do Tocantins,1
Aração,Pouco degradado,dois Irmãos do Tocantins,1
Gradagem,Pouco degradado,dois Irmãos do Tocantins,1
Uso de agrotóxicos,Pouco degradado,dois Irmãos do Tocantins,1
Plantio convencional,,Palmas,1
Aração,,Palmas,1
Gradagem,,Palmas,1
Não usa,,Palmas,1
Plantio convencional,,Palmeiras do Tocantins,1
Aração,,Palmeiras do Tocantins,1
Gradagem,,Palmeiras do Tocantins,1
Uso de agrotóxicos,,Palmeiras do Tocantins,1
Plantio convencional,,Araguatins,1
Aração,,Araguatins,1
Gradagem,,Araguatins,1
Queimadas,,Araguatins,1
Pastagem nativa,,Araguatins,1
Uso de agrotóxicos,,Araguatins,1
Roça de toco,Pouco degradado,Filadélfia,1
Uso de agrotóxicos,Pouco degradado,Filadélfia,1
Plantio convencional,Não possui degradação,Axixá do Tocantins,1
Uso de agrotóxicos,Não possui degradação,Axixá do Tocantins,1
Plantio convencional,Pouco degradado,Axixá do Tocantins,1
Uso de agrotóxicos,Pouco degradado,Axixá do Tocantins,1
Aração,,Barrolândia,1
Gradagem,,Barrolândia,1
Aração,Pouco degradado,Aurora do Tocantins,1
Gradagem,Pouco degradado,Aurora do Tocantins,1
Pastagem nativa,Pouco degradado,Aurora do Tocantins,1
Não usa,Pouco degradado,Aurora do Tocantins,1
Roça de toco,Degradação Média,Axixá do Tocantins,1
Plantio convencional,Degradação Média,Axixá do Tocantins,1
Uso de agrotóxicos,Degradação Média,Axixá do Tocantins,1
Uso de agrotóxicos,,Miranorte,1
Plantio convencional,Pouco degradado,Peixe,1
Roça de toco,,Aragominas,1
Aração,,Aragominas,1
Gradagem,,Aragominas,1
Queimadas,,Aragominas,1
Uso de agrotóxicos,,Aragominas,1
Plantio convencional,Pouco degradado,Axixá do Tocantins,1
Aração,Pouco degradado,Axixá do Tocantins,1
Gradagem,Pouco degradado,Axixá do Tocantins,1
Uso de agrotóxicos,Pouco degradado,Axixá do Tocantins,1
Plantio convencional,,Palmeiras do Tocantins,1
Uso de agrotóxicos,,Palmeiras do Tocantins,1
Roça de toco,,Almas,1
Não usa,,Esperantina,1
Plantio convencional,,Wanderlândia,1
Aração,,Wanderlândia,1
Gradagem,,Wanderlândia,1
Aração,Pouco degradado,Monte Santo do Tocantins,1
Gradagem,Pouco degradado,Monte Santo do Tocantins,1
Monocultura,Pouco degradado,Monte Santo do Tocantins,1
Uso de agrotóxicos,Pouco degradado,Monte Santo do Tocantins,1
Aração,,Cristalândia,1
Gradagem,,Cristalândia,1
Roça de toco,Degradação Média,Chapada da Natividade,1
Roça de toco,Não possui degradação,Barrolândia,1
Aração,Não possui degradação,Barrolândia,1
Gradagem,Não possui degradação,Barrolândia,1
Aração,,Araguaína,1
Gradagem,,Araguaína,1
Pastagem nativa,,Araguaína,1
Uso de agrotóxicos,,Araguaína,1
Plantio convencional,Pouco degradado,Axixá do Tocantins,1
Aração,Pouco degradado,Axixá do Tocantins,1
Gradagem,Pouco degradado,Axixá do Tocantins,1
Aração,,Dianópolis,1
Gradagem,,Dianópolis,1
Plantio convencional,,Miracema do Tocantins,1
Roça de toco,,Pedro Afonso,1
Roça de toco,Degradação Média,Couto Magalhães,1
Plantio convencional,Degradação Média,Couto Magalhães,1
Aração,Degradação Média,Couto Magalhães,1
Gradagem,Degradação Média,Couto Magalhães,1
Queimadas,Degradação Média,Couto Magalhães,1
Monocultura,Degradação Média,Couto Magalhães,1
Aração,Pouco degradado,Peixe,1
Gradagem,Pouco degradado,Peixe,1
Plantio convencional,Pouco degradado,Figueirópolis,1
Aração,Pouco degradado,Figueirópolis,1
Gradagem,Pouco degradado,Figueirópolis,1
Uso de agrotóxicos,Pouco degradado,Figueirópolis,1
Aração,Não possui degradação,Axixá do Tocantins,1
Gradagem,Não possui degradação,Axixá do Tocantins,1
Uso de agrotóxicos,Não possui degradação,Axixá do Tocantins,1
Aração,Pouco degradado,Palmeirópolis,1
Gradagem,Pouco degradado,Palmeirópolis,1
Plantio convencional,,Figueirópolis,1
Aração,,Figueirópolis,1
Gradagem,,Figueirópolis,1
Plantio convencional,,Miracema do Tocantins,1
Aração,,Miracema do Tocantins,1
Gradagem,,Miracema do Tocantins,1
Monocultura,,Miracema do Tocantins,1
Plantio convencional,Não possui degradação,Palmeiras do Tocantins,1
Aração,Não possui degradação,Palmeiras do Tocantins,1
Gradagem,Não possui degradação,Palmeiras do Tocantins,1
Aração,Pouco degradado,Goiatins,1
Gradagem,Pouco degradado,Goiatins,1
Queimadas,Pouco degradado,Goiatins,1
Pastagem nativa,Pouco degradado,Goiatins,1
Uso de agrotóxicos,Pouco degradado,Goiatins,1
Aração,Pouco degradado,Rio Sono,1
Gradagem,Pouco degradado,Rio Sono,1
Queimadas,Pouco degradado,Rio Sono,1
Uso de agrotóxicos,Pouco degradado,Rio Sono,1
Roça de toco,Degradação Média,Angico,1
Plantio convencional,Degradação Média,Angico,1
Aração,Degradação Média,Angico,1
Gradagem,Degradação Média,Angico,1
Uso de agrotóxicos,Degradação Média,Angico,1
Aração,,Marianópolis do Tocantins,1
Gradagem,,Marianópolis do Tocantins,1
Uso de agrotóxicos,,Marianópolis do Tocantins,1
Roça de toco,,Chapada de Areia,1
Plantio convencional,,Chapada de Areia,1
Plantio convencional,Pouco degradado,Cariri do Tocantins,1
Plantio convencional,Pouco degradado,Cariri do Tocantins,1
Aração,Pouco degradado,Cariri do Tocantins,1
Gradagem,Pouco degradado,Cariri do Tocantins,1
Roça de toco,Pouco degradado,Paraíso do Tocantins,1
Plantio convencional,Pouco degradado,Paraíso do Tocantins,1
Aração,Pouco degradado,Paraíso do Tocantins,1
Gradagem,Pouco degradado,Paraíso do Tocantins,1
Queimadas,Pouco degradado,Paraíso do Tocantins,1
Monocultura,Pouco degradado,Paraíso do Tocantins,1
Uso de agrotóxicos,Pouco degradado,Paraíso do Tocantins,1
Uso de agrotóxicos,Degradação Média,Praia Norte,1
Plantio convencional,Não possui degradação,Piraquê,1
Uso de agrotóxicos,Não possui degradação,Piraquê,1
Plantio convencional,Não possui degradação,Axixá do Tocantins,1
Aração,Não possui degradação,Axixá do Tocantins,1
Gradagem,Não possui degradação,Axixá do Tocantins,1
Uso de agrotóxicos,Não possui degradação,Axixá do Tocantins,1
Roça de toco,,Monte Santo do Tocantins,1
Pastagem nativa,,Monte Santo do Tocantins,1
Não usa,,Monte Santo do Tocantins,1
Aração,Não possui degradação,Cristalândia,1
Gradagem,Não possui degradação,Cristalândia,1
Plantio convencional,Pouco degradado,Paranã,1
Aração,Pouco degradado,Paranã,1
Gradagem,Pouco degradado,Paranã,1
Queimadas,Pouco degradado,Paranã,1
Pastagem nativa,Pouco degradado,Paranã,1
Uso de agrotóxicos,Pouco degradado,Paranã,1
Roça de toco,,Xambioá,1
Aração,,Xambioá,1
Gradagem,,Xambioá,1
Queimadas,,Xambioá,1
Plantio convencional,Pouco degradado,Colméia,1
Plantio convencional,Pouco degradado,Monte Santo do Tocantins,1
Aração,Pouco degradado,Monte Santo do Tocantins,1
Gradagem,Pouco degradado,Monte Santo do Tocantins,1
Pastagem nativa,Pouco degradado,Monte Santo do Tocantins,1
Uso de agrotóxicos,Pouco degradado,Monte Santo do Tocantins,1
Aração,Degradação Média,Tocantínia,1
Gradagem,Degradação Média,Tocantínia,1
Plantio convencional,Não possui degradação,Almas,1
Aração,Não possui degradação,Almas,1
Gradagem,Não possui degradação,Almas,1
Plantio convencional,Degradação Média,Aliança do Tocantins,1
Aração,Degradação Média,Aliança do Tocantins,1
Gradagem,Degradação Média,Aliança do Tocantins,1
Monocultura,Degradação Média,Aliança do Tocantins,1
Não usa,,Pium,1
Queimadas,Pouco degradado,Dianópolis,1
Pastagem nativa,Pouco degradado,Dianópolis,1
Roça de toco,Pouco degradado,Xambioá,1
Monocultura,Pouco degradado,Xambioá,1
Uso de agrotóxicos,Pouco degradado,Xambioá,1
Aração,Pouco degradado,Rio Sono,1
Gradagem,Pouco degradado,Rio Sono,1
Plantio convencional,Pouco degradado,Filadélfia,1
Uso de agrotóxicos,Pouco degradado,Filadélfia,1
Roça de toco,Não possui degradação,Araguaçu,1
Plantio convencional,Não possui degradação,Riachinho,1
Aração,Não possui degradação,Riachinho,1
Gradagem,Não possui degradação,Riachinho,1
Uso de agrotóxicos,Não possui degradação,Riachinho,1
Roça de toco,Pouco degradado,Babaçulândia,1
Plantio convencional,Pouco degradado,Babaçulândia,1
Aração,Pouco degradado,Babaçulândia,1
Gradagem,Pouco degradado,Babaçulândia,1
Pastagem nativa,Pouco degradado,Babaçulândia,1
Não usa,Degradação Média,Barrolândia,1
Aração,,Pium,1
Gradagem,,Pium,1
Pastagem nativa,,Pium,1
Roça de toco,Não possui degradação,Dianópolis,1
Plantio convencional,Não possui degradação,Dianópolis,1
Queimadas,Não possui degradação,Dianópolis,1
Pastagem nativa,Não possui degradação,Dianópolis,1
Roça de toco,Pouco degradado,Piraquê,1
Plantio convencional,Pouco degradado,Piraquê,1
Aração,Pouco degradado,Piraquê,1
Gradagem,Pouco degradado,Piraquê,1
Queimadas,Pouco degradado,Piraquê,1
Pastagem nativa,Pouco degradado,Piraquê,1
Uso de agrotóxicos,Pouco degradado,Piraquê,1
Roça de toco,Não possui degradação,Novo Jardim,1
Plantio convencional,Não possui degradação,Novo Jardim,1
Aração,Não possui degradação,Novo Jardim,1
Gradagem,Não possui degradação,Novo Jardim,1
Plantio convencional,Muito degradado,Marianópolis do Tocantins,1
Pastagem nativa,Muito degradado,Marianópolis do Tocantins,1
Monocultura,Muito degradado,Marianópolis do Tocantins,1
Aração,Não possui degradação,Guaraí,1
Gradagem,Não possui degradação,Guaraí,1
Monocultura,Não possui degradação,Guaraí,1
Uso de agrotóxicos,Não possui degradação,Guaraí,1
Plantio convencional,Não possui degradação,Filadélfia,1
Monocultura,Não possui degradação,Filadélfia,1
Uso de agrotóxicos,Não possui degradação,Filadélfia,1
Plantio convencional,,São Miguel do Tocantins,1
Queimadas,,São Miguel do Tocantins,1
Roça de toco,Pouco degradado,Babaçulândia,1
Plantio convencional,Pouco degradado,Babaçulândia,1
Aração,Pouco degradado,Babaçulândia,1
Gradagem,Pouco degradado,Babaçulândia,1
Queimadas,Pouco degradado,Babaçulândia,1
Pastagem nativa,Pouco degradado,Babaçulândia,1
Roça de toco,Não possui degradação,Dianópolis,1
Plantio convencional,Não possui degradação,Dianópolis,1
Plantio convencional,Degradação Média,Nova Olinda,1
Aração,Degradação Média,Nova Olinda,1
Gradagem,Degradação Média,Nova Olinda,1
Monocultura,Degradação Média,Nova Olinda,1
Uso de agrotóxicos,Degradação Média,Nova Olinda,1
Aração,Pouco degradado,,1
Gradagem,Pouco degradado,,1
Pastagem nativa,Pouco degradado,,1
Não usa,Pouco degradado,Cristalândia,1
Aração,Degradação Média,Bandeirantes do Tocantins,1
Gradagem,Degradação Média,Bandeirantes do Tocantins,1
Uso de agrotóxicos,Degradação Média,Bandeirantes do Tocantins,1
Plantio convencional,Pouco degradado,Cariri do Tocantins,1
Monocultura,Pouco degradado,Bandeirantes do Tocantins,1
Uso de agrotóxicos,Pouco degradado,Bandeirantes do Tocantins,1
Plantio convencional,Pouco degradado,Xambioá,1
Aração,Pouco degradado,Xambioá,1
Gradagem,Pouco degradado,Xambioá,1
Uso de agrotóxicos,Pouco degradado,Xambioá,1
Roça de toco,Pouco degradado,Novo Acordo,1
Plantio convencional,Pouco degradado,Novo Acordo,1
Aração,Pouco degradado,Novo Acordo,1
Gradagem,Pouco degradado,Novo Acordo,1
Pastagem nativa,Pouco degradado,Novo Acordo,1
Uso de agrotóxicos,Pouco degradado,Novo Acordo,1
Roça de toco,Não possui degradação,Araguatins,1
Plantio convencional,Não possui degradação,Araguatins,1
Aração,Não possui degradação,Araguatins,1
Gradagem,Não possui degradação,Araguatins,1
Queimadas,Não possui degradação,Araguatins,1
Pastagem nativa,Não possui degradação,Araguatins,1
Monocultura,Não possui degradação,Araguatins,1
Uso de agrotóxicos,Não possui degradação,Araguatins,1
Aração,Degradação Média,Piraquê,1
Gradagem,Degradação Média,Piraquê,1
Uso de agrotóxicos,Degradação Média,Piraquê,1
Aração,Pouco degradado,Chapada da Natividade,1
Gradagem,Pouco degradado,Chapada da Natividade,1
Pastagem nativa,Pouco degradado,Chapada da Natividade,1
Aração,Pouco degradado,Miracema do Tocantins,1
Gradagem,Pouco degradado,Miracema do Tocantins,1
Plantio convencional,,Miranorte,1
Aração,,Miranorte,1
Gradagem,,Miranorte,1
Uso de agrotóxicos,,Miranorte,1
Aração,,Nova Rosalândia,1
Gradagem,,Nova Rosalândia,1
Monocultura,,Nova Rosalândia,1
Plantio convencional,Não possui degradação,Figueirópolis,1
Aração,Não possui degradação,Figueirópolis,1
Gradagem,Não possui degradação,Figueirópolis,1
Uso de agrotóxicos,Não possui degradação,Figueirópolis,1
Plantio convencional,,dois Irmãos do Tocantins,1
Aração,Degradação Média,Pium,1
Gradagem,Degradação Média,Pium,1
Pastagem nativa,Degradação Média,Pium,1
Não usa,,Rio Sono,1
Roça de toco,,Filadélfia,1
Queimadas,,Filadélfia,1
Aração,,Ponte Alta do Bom Jesus,1
Gradagem,,Ponte Alta do Bom Jesus,1
Aração,Pouco degradado,Peixe,1
Gradagem,Pouco degradado,Peixe,1
Uso de agrotóxicos,Pouco degradado,Peixe,1
Plantio convencional,,Araguatins,1
Aração,,Araguatins,1
Gradagem,,Araguatins,1
Uso de agrotóxicos,,Araguatins,1
Plantio convencional,,Alvorada,1
Roça de toco,,Xambioá,1
Plantio convencional,,Xambioá,1
Aração,,Xambioá,1
Gradagem,,Xambioá,1
Monocultura,,Xambioá,1
Aração,,Lajeado,1
Gradagem,,Lajeado,1
Queimadas,,Lajeado,1
Aração,,Porto Nacional,1
Gradagem,,Porto Nacional,1
Aração,,Ponte Alta do Bom Jesus,1
Gradagem,,Ponte Alta do Bom Jesus,1
Uso de agrotóxicos,,Ponte Alta do Bom Jesus,1
Roça de toco,Não possui degradação,Carmolândia,1
Pastagem nativa,Não possui degradação,Carmolândia,1
Roça de toco,,Monte do Carmo,1
Plantio convencional,,Monte do Carmo,1
Monocultura,,Monte do Carmo,1
Aração,Pouco degradado,Filadélfia,1
Gradagem,Pouco degradado,Filadélfia,1
Monocultura,Pouco degradado,Filadélfia,1
Uso de agrotóxicos,Pouco degradado,Filadélfia,1
Roça de toco,,Almas,1
Queimadas,,Almas,1
Pastagem nativa,,Almas,1
Monocultura,,Almas,1
Aração,Pouco degradado,Cristalândia,1
Gradagem,Pouco degradado,Cristalândia,1
Uso de agrotóxicos,Pouco degradado,Cristalândia,1
Não usa,Pouco degradado,Axixá do Tocantins,1
Roça de toco,Pouco degradado,Peixe,1
Plantio convencional,Pouco degradado,Peixe,1
Aração,Pouco degradado,Peixe,1
Gradagem,Pouco degradado,Peixe,1
Plantio convencional,Pouco degradado,Paranã,1
Aração,Pouco degradado,Paranã,1
Gradagem,Pouco degradado,Paranã,1
Pastagem nativa,Pouco degradado,Paranã,1
Plantio convencional,,darcinópolis,1
Aração,,darcinópolis,1
Gradagem,,darcinópolis,1
Aração,,Filadélfia,1
Gradagem,,Filadélfia,1
Uso de agrotóxicos,,Filadélfia,1
Plantio convencional,Degradação Média,Nova Rosalândia,1
Queimadas,Degradação Média,Nova Rosalândia,1
Roça de toco,,,1
Plantio convencional,,,1
Aração,,,1
Gradagem,,,1
Queimadas,,,1
Uso de agrotóxicos,,,1
Roça de toco,Não possui degradação,Araguanã,1
Plantio convencional,Não possui degradação,Araguanã,1
Aração,Não possui degradação,Araguanã,1
Gradagem,Não possui degradação,Araguanã,1
Queimadas,Não possui degradação,Araguanã,1
Uso de agrotóxicos,,Fortaleza do Tabocão,1
Plantio convencional,Não possui degradação,Divinópolis do Tocantins,1
Uso de agrotóxicos,Não possui degradação,Divinópolis do Tocantins,1
Plantio convencional,,Figueirópolis,1
Aração,Não possui degradação,Colméia,1
Gradagem,Não possui degradação,Colméia,1
Uso de agrotóxicos,Não possui degradação,Colméia,1
Plantio convencional,Muito degradado,Filadélfia,1
Aração,Muito degradado,Filadélfia,1
Gradagem,Muito degradado,Filadélfia,1
Plantio convencional,Não possui degradação,Araguaína,1
Aração,Não possui degradação,Araguaína,1
Gradagem,Não possui degradação,Araguaína,1
Monocultura,Não possui degradação,Araguaína,1
Uso de agrotóxicos,Não possui degradação,Araguaína,1
Plantio convencional,Pouco degradado,Ipueiras,1
Aração,Pouco degradado,Ipueiras,1
Gradagem,Pouco degradado,Ipueiras,1
Uso de agrotóxicos,Pouco degradado,Ipueiras,1
Plantio convencional,,Gurupi,1
Plantio convencional,,Angico,1
Aração,,Angico,1
Gradagem,,Angico,1
Uso de agrotóxicos,,Angico,1
Plantio irrigado,,Chapada de Areia,1
Plantio convencional,,Marianópolis do Tocantins,1
Pastagem nativa,,Marianópolis do Tocantins,1
Aração,,Crixás do Tocantins,1
Gradagem,,Crixás do Tocantins,1
Uso de agrotóxicos,,Crixás do Tocantins,1
Roça de toco,,Lagoa da Confusão,1
Queimadas,,Lagoa da Confusão,1
Pastagem nativa,,Lagoa da Confusão,1
Plantio convencional,Degradação Média,Talismã,1
Aração,Degradação Média,Talismã,1
Gradagem,Degradação Média,Talismã,1
Não usa,Pouco degradado,Sucupira,1
Plantio convencional,,dois Irmãos do Tocantins,1
Aração,,dois Irmãos do Tocantins,1
Gradagem,,dois Irmãos do Tocantins,1
Uso de agrotóxicos,,dois Irmãos do Tocantins,1
Plantio convencional,,Nova Olinda,1
Aração,,Nova Olinda,1
Gradagem,,Nova Olinda,1
Uso de agrotóxicos,,Nova Olinda,1
Plantio convencional,Degradação Média,Aliança do Tocantins,1
Aração,Degradação Média,Aliança do Tocantins,1
Gradagem,Degradação Média,Aliança do Tocantins,1
Uso de agrotóxicos,Degradação Média,Aliança do Tocantins,1
Roça de toco,Pouco degradado,Araguanã,1
Aração,Pouco degradado,Araguanã,1
Gradagem,Pouco degradado,Araguanã,1
Queimadas,Pouco degradado,Araguanã,1
Monocultura,Pouco degradado,Araguanã,1
Uso de agrotóxicos,Pouco degradado,Araguanã,1
Aração,Não possui degradação,Divinópolis do Tocantins,1
Gradagem,Não possui degradação,Divinópolis do Tocantins,1
Aração,Degradação Média,Muricilândia,1
Gradagem,Degradação Média,Muricilândia,1
Queimadas,Degradação Média,Muricilândia,1
Roça de toco,Pouco degradado,Dianópolis,1
Plantio convencional,Pouco degradado,Dianópolis,1
Aração,Não possui degradação,Itaguatins,1
Gradagem,Não possui degradação,Itaguatins,1
Roça de toco,Não possui degradação,Caseara,1
Plantio convencional,Não possui degradação,Caseara,1
Monocultura,Não possui degradação,Caseara,1
Aração,Pouco degradado,Guaraí,1
Gradagem,Pouco degradado,Guaraí,1
Pastagem nativa,Pouco degradado,Guaraí,1
Uso de agrotóxicos,Pouco degradado,Guaraí,1
Roça de toco,,Pium,1
Aração,,Pium,1
Gradagem,,Pium,1
Aração,,Araguaçu,1
Gradagem,,Araguaçu,1
Monocultura,,Praia Norte,1
Uso de agrotóxicos,,Praia Norte,1
Plantio convencional,Degradação Média,Silvanópolis,1
Aração,Degradação Média,Silvanópolis,1
Gradagem,Degradação Média,Silvanópolis,1
Uso de agrotóxicos,Degradação Média,Silvanópolis,1
Aração,Pouco degradado,Rio Sono,1
Gradagem,Pouco degradado,Rio Sono,1
Roça de toco,Não possui degradação,Araguaína,1
Plantio convencional,Não possui degradação,Araguaína,1
Aração,Não possui degradação,Araguaína,1
Gradagem,Não possui degradação,Araguaína,1
Uso de agrotóxicos,Não possui degradação,Araguaína,1
Queimadas,,Piraquê,1
Uso de agrotóxicos,,Piraquê,1
Plantio convencional,Não possui degradação,Gurupi,1
Aração,Não possui degradação,Gurupi,1
Gradagem,Não possui degradação,Gurupi,1
Não usa,Não possui degradação,Alvorada,1
Aração,Não possui degradação,Pium,1
Gradagem,Não possui degradação,Pium,1
Plantio convencional,Não possui degradação,Lagoa da Confusão,1
Aração,Não possui degradação,Lagoa da Confusão,1
Gradagem,Não possui degradação,Lagoa da Confusão,1
Pastagem nativa,Não possui degradação,Lagoa da Confusão,1
Uso de agrotóxicos,Não possui degradação,Lagoa da Confusão,1
Plantio convencional,Não possui degradação,Tocantínia,1
Aração,Não possui degradação,Tocantínia,1
Gradagem,Não possui degradação,Tocantínia,1
Queimadas,Não possui degradação,Tocantínia,1
Pastagem nativa,Não possui degradação,Tocantínia,1
Não usa,Não possui degradação,Pium,1
Plantio convencional,Pouco degradado,Palmeiras do Tocantins,1
Aração,Pouco degradado,Palmeiras do Tocantins,1
Gradagem,Pouco degradado,Palmeiras do Tocantins,1
Plantio convencional,Não possui degradação,Cristalândia,1
Aração,Não possui degradação,Cristalândia,1
Gradagem,Não possui degradação,Cristalândia,1
Plantio convencional,Pouco degradado,Alvorada,1
Plantio convencional,Não possui degradação,Novo Jardim,1
Queimadas,Não possui degradação,Novo Jardim,1
